#SSD VISUALIZATION MODE TRACE: 2 PLANES X 32 BLOCKS X 32 PAGES
#Output from DiskSim execution of ReusableSSD
#Input is a version of the prn_0 trace from MSR Cambridge,
# accessing only 1200 logical pages (to fit in a small screen demo).
#Resources
# DiskSim and SSD extension: 
#  http://www.pdl.cmu.edu/DiskSim/
# MSR Cambridge traces:
#  http://iotta.snia.org/tracetypes/3
# ReusableSSD paper: 
#  https://www.usenix.org/conference/fast15/technical-sessions/presentation/yadgar
S <0,0> Active1 
W 2 896 <0,29,22> <1,22,22> 
W 2 896 <0,29,23> <1,22,23> 
W 2 896 <0,29,24> <1,22,24> 
W 2 896 <0,29,25> <1,22,25> 
W 2 896 <0,29,26> <1,22,26> 
W 2 896 <0,29,27> <1,22,27> 
W 2 896 <0,29,28> <1,22,28> 
W 2 896 <0,29,29> <1,22,29> 
W 2 896 <0,29,30> <1,22,30> 
S <0,29> Reused 
S <1,22> Reused 
W 1 896 <0,25,4> 
W 1 896 <1,24,1> 
W 1 896 <0,25,5> 
W 1 544 <1,24,2> 
W 1 896 <0,25,6> 
W 1 896 <1,24,3> 
W 1 896 <0,25,7> 
W 1 896 <1,24,4> 
W 1 896 <0,25,8> 
W 1 896 <1,24,5> 
W 1 896 <0,25,9> 
W 1 896 <1,24,6> 
W 1 892 <0,25,10> 
W 1 896 <1,24,7> 
W 1 896 <0,25,11> 
W 1 544 <1,24,8> 
W 1 896 <1,24,9> 
W 1 896 <0,25,12> 
W 1 896 <1,24,10> 
W 1 896 <0,25,13> 
W 1 896 <1,24,11> 
W 1 896 <0,25,14> 
W 1 896 <1,24,12> 
W 1 896 <0,25,15> 
W 1 896 <1,24,13> 
W 1 896 <0,25,16> 
W 1 896 <1,24,14> 
W 1 896 <0,25,17> 
W 1 544 <1,24,15> 
W 1 896 <1,24,16> 
W 1 896 <0,25,18> 
W 1 896 <1,24,17> 
W 1 896 <0,25,19> 
W 1 896 <1,24,18> 
W 1 896 <0,25,20> 
W 1 896 <1,24,19> 
W 1 896 <0,25,21> 
W 1 896 <1,24,20> 
W 1 896 <0,25,22> 
W 1 896 <1,24,21> 
W 1 896 <0,25,23> 
W 1 896 <1,24,22> 
W 1 896 <0,25,24> 
W 1 4 <1,24,23> 
W 1 5 <1,24,24> 
W 1 4 <0,25,25> 
W 1 5 <0,25,26> 
W 1 896 <1,24,25> 
W 1 896 <1,24,26> 
W 1 544 <1,24,27> 
W 1 896 <1,24,28> 
W 1 896 <1,24,29> 
W 1 544 <1,24,30> 
S <1,24> Used 
S <1,25> Active1 
W 1 544 <1,25,0> 
B <1,30> 
E <1,30> 
G <1,30> 
W 1 896 <1,25,1> 
W 1 896 <1,25,2> 
W 1 896 <1,25,3> 
W 1 896 <1,25,4> 
W 1 896 <1,25,5> 
W 1 896 <1,25,6> 
W 1 896 <1,25,7> 
W 1 896 <1,25,8> 
W 1 896 <1,25,9> 
W 1 896 <1,25,10> 
W 1 896 <1,25,11> 
W 1 896 <1,25,12> 
W 1 896 <1,25,13> 
W 1 896 <1,25,14> 
W 1 896 <1,25,15> 
W 1 896 <1,25,16> 
W 1 896 <1,25,17> 
W 1 896 <1,25,18> 
W 1 896 <1,25,19> 
W 1 896 <1,25,20> 
W 1 896 <1,25,21> 
W 1 896 <1,25,22> 
W 1 896 <1,25,23> 
W 1 896 <1,25,24> 
W 1 544 <1,25,25> 
W 1 896 <1,25,26> 
W 1 896 <1,25,27> 
W 1 896 <1,25,28> 
W 1 896 <1,25,29> 
W 1 896 <1,25,30> 
S <1,25> Used 
S <1,26> Active1 
W 1 896 <1,26,0> 
B <1,27> 
S <1,27> Recycled 
G <1,27> 
W 1 896 <1,26,1> 
W 1 896 <1,26,2> 
W 1 896 <1,26,3> 
W 1 896 <1,26,4> 
W 1 896 <1,26,5> 
W 1 896 <1,26,6> 
W 1 544 <1,26,7> 
W 1 896 <1,26,8> 
W 1 896 <1,26,9> 
W 1 896 <1,26,10> 
W 1 896 <1,26,11> 
W 1 896 <1,26,12> 
W 1 896 <1,26,13> 
W 1 896 <1,26,14> 
W 1 896 <1,26,15> 
W 1 896 <1,26,16> 
W 1 896 <1,26,17> 
W 1 896 <1,26,18> 
W 1 896 <1,26,19> 
W 1 544 <1,26,20> 
W 1 896 <1,26,21> 
W 1 896 <1,26,22> 
W 1 896 <1,26,23> 
W 1 896 <1,26,24> 
W 1 896 <1,26,25> 
W 1 896 <1,26,26> 
W 1 896 <1,26,27> 
W 1 896 <1,26,28> 
W 1 896 <1,26,29> 
W 1 896 <1,26,30> 
S <1,26> Used 
S <1,29> Active1 
W 1 896 <1,29,0> 
B <1,25> 
E <1,25> 
G <1,25> 
W 1 896 <1,29,1> 
W 1 896 <1,29,2> 
W 1 896 <1,29,3> 
W 1 544 <1,29,4> 
W 1 896 <1,29,5> 
W 1 896 <1,29,6> 
W 1 544 <1,29,7> 
W 1 896 <1,29,8> 
W 1 896 <1,29,9> 
W 1 896 <1,29,10> 
W 1 896 <1,29,11> 
W 1 896 <1,29,12> 
W 1 896 <1,29,13> 
W 1 896 <1,29,14> 
W 1 896 <1,29,15> 
W 1 896 <1,29,16> 
W 1 896 <1,29,17> 
W 1 896 <1,29,18> 
W 1 896 <1,29,19> 
W 1 896 <1,29,20> 
W 1 896 <1,29,21> 
W 1 896 <1,29,22> 
W 1 896 <1,29,23> 
W 1 896 <1,29,24> 
W 1 896 <1,29,25> 
W 1 896 <1,29,26> 
W 1 896 <1,29,27> 
W 1 896 <1,29,28> 
W 1 896 <1,29,29> 
W 1 896 <1,29,30> 
S <1,29> Used 
S <1,30> Active1 
W 1 896 <1,30,0> 
B <1,26> 
E <1,26> 
G <1,26> 
W 1 544 <1,30,1> 
W 1 896 <1,30,2> 
W 1 896 <1,30,3> 
W 1 896 <1,30,4> 
W 1 896 <1,30,5> 
W 1 896 <1,30,6> 
W 1 896 <1,30,7> 
W 1 896 <1,30,8> 
W 1 896 <1,30,9> 
W 1 896 <1,30,10> 
W 1 896 <1,30,11> 
W 1 896 <1,30,12> 
W 1 896 <1,30,13> 
W 1 896 <1,30,14> 
W 1 896 <1,30,15> 
W 1 544 <1,30,16> 
W 1 896 <1,30,17> 
W 1 896 <1,30,18> 
W 1 896 <1,30,19> 
W 1 896 <1,30,20> 
W 1 896 <1,30,21> 
W 1 896 <1,30,22> 
W 1 896 <1,30,23> 
W 1 896 <1,30,24> 
W 1 896 <1,30,25> 
W 1 896 <1,30,26> 
W 1 544 <1,30,27> 
W 1 896 <1,30,28> 
W 1 896 <1,30,29> 
W 1 896 <1,30,30> 
S <1,30> Used 
S <1,25> Active1 
W 1 896 <1,25,0> 
B <1,29> 
E <1,29> 
G <1,29> 
W 1 896 <1,25,1> 
W 1 896 <1,25,2> 
W 1 896 <1,25,3> 
W 1 896 <1,25,4> 
W 1 896 <1,25,5> 
W 1 896 <1,25,6> 
W 1 896 <1,25,7> 
W 1 896 <1,25,8> 
W 1 896 <1,25,9> 
W 1 896 <1,25,10> 
W 1 896 <1,25,11> 
W 1 896 <1,25,12> 
W 1 544 <1,25,13> 
W 1 463 <1,25,14> 
W 1 544 <0,25,27> 
W 1 896 <1,25,15> 
W 1 896 <1,25,16> 
W 1 896 <1,25,17> 
W 1 896 <1,25,18> 
W 1 896 <1,25,19> 
W 1 896 <1,25,20> 
W 1 896 <1,25,21> 
W 1 896 <1,25,22> 
W 1 896 <1,25,23> 
W 1 896 <1,25,24> 
W 1 896 <1,25,25> 
W 1 896 <1,25,26> 
W 1 896 <1,25,27> 
W 1 896 <1,25,28> 
W 1 896 <1,25,29> 
W 1 896 <1,25,30> 
S <1,25> Used 
S <1,26> Active1 
W 1 896 <1,26,0> 
B <1,30> 
E <1,30> 
G <1,30> 
W 1 896 <1,26,1> 
W 1 896 <1,26,2> 
W 1 896 <1,26,3> 
W 1 896 <1,26,4> 
W 1 896 <1,26,5> 
W 1 896 <1,26,6> 
W 1 896 <1,26,7> 
W 1 896 <1,26,8> 
W 1 896 <1,26,9> 
W 1 896 <1,26,10> 
W 1 896 <1,26,11> 
W 1 896 <1,26,12> 
W 1 896 <1,26,13> 
W 1 544 <1,26,14> 
W 1 896 <0,25,28> 
W 1 896 <1,26,15> 
W 1 896 <0,25,29> 
W 1 896 <1,26,16> 
W 1 896 <0,25,30> 
S <0,25> Used 
W 1 896 <1,26,17> 
S <0,30> Active1 
W 1 896 <0,30,0> 
B <0,22> 
E <0,22> 
G <0,22> 
W 1 896 <1,26,18> 
W 1 896 <0,30,1> 
W 1 896 <1,26,19> 
W 1 896 <0,30,2> 
W 1 896 <1,26,20> 
W 1 544 <0,30,3> 
W 1 896 <1,26,21> 
W 1 896 <1,26,22> 
W 1 896 <1,26,23> 
W 1 896 <1,26,24> 
W 1 896 <1,26,25> 
W 1 896 <1,26,26> 
W 1 896 <1,26,27> 
W 1 896 <1,26,28> 
W 1 896 <1,26,29> 
W 1 896 <1,26,30> 
S <1,26> Used 
