#SSD VISUALIZATION MODE TRACE: 2 PLANES X 32 BLOCKS X 32 PAGES
#Output from DiskSim execution of ReusableSSD
#Input is a version of the prn_0 trace from MSR Cambridge,
# accessing only 1200 logical pages (to fit in a small screen demo).
#Resources
# DiskSim and SSD extension: 
#  http://www.pdl.cmu.edu/DiskSim/
# MSR Cambridge traces:
#  http://iotta.snia.org/tracetypes/3
# ReusableSSD paper: 
#  https://www.usenix.org/conference/fast15/technical-sessions/presentation/yadgar
S <0,0> Active1 
W 1 896 <0,27,22> 
W 1 896 <1,27,18> 
W 1 896 <0,27,23> 
W 1 544 <1,27,19> 
W 1 896 <0,27,24> 
W 1 896 <1,27,20> 
W 1 544 <0,27,25> 
W 1 896 <1,27,21> 
W 1 896 <0,27,26> 
W 1 896 <1,27,22> 
W 1 896 <0,27,27> 
W 1 896 <1,27,23> 
W 1 896 <0,27,28> 
W 1 896 <1,27,24> 
W 1 896 <0,27,29> 
W 1 896 <1,27,25> 
W 1 896 <0,27,30> 
S <0,27> Used 
W 1 896 <1,27,26> 
S <0,28> Active1 
W 1 896 <0,28,0> 
B <0,26> 
S <0,26> Recycled 
G <0,26> 
W 1 896 <1,27,27> 
B <0,25> 
S <0,25> Recycled 
G <0,25> 
W 1 896 <0,28,1> 
W 1 896 <1,27,28> 
W 1 896 <0,28,2> 
W 1 896 <1,27,29> 
W 1 896 <0,28,3> 
W 1 896 <1,27,30> 
S <1,27> Used 
W 1 896 <0,28,4> 
S <1,28> Active1 
W 1 896 <1,28,0> 
B <1,27> 
S <1,27> Recycled 
G <1,27> 
S <0,26> Active2 
S <1,27> Active2 
W 2 896 <0,26,0> <1,27,0> 
B <1,26> 
S <1,26> Recycled 
G <1,26> 
S <0,26> Active2 
S <1,27> Active2 
W 2 896 <0,26,1> <1,27,1> 
S <0,26> Active2 
S <1,27> Active2 
W 2 896 <0,26,2> <1,27,2> 
S <0,26> Active2 
S <1,27> Active2 
W 2 896 <0,26,3> <1,27,3> 
S <0,26> Active2 
S <1,27> Active2 
W 2 896 <0,26,4> <1,27,4> 
W 2 544 <0,26,5> <1,27,5> 
W 2 896 <0,26,6> <1,27,6> 
W 2 896 <0,26,7> <1,27,7> 
W 2 896 <0,26,8> <1,27,8> 
W 2 896 <0,26,9> <1,27,9> 
W 2 896 <0,26,10> <1,27,10> 
W 2 896 <0,26,11> <1,27,11> 
W 2 896 <0,26,12> <1,27,12> 
W 2 896 <0,26,13> <1,27,13> 
W 2 896 <0,26,14> <1,27,14> 
W 2 896 <0,26,15> <1,27,15> 
W 2 544 <0,26,16> <1,27,16> 
W 2 896 <0,26,17> <1,27,17> 
W 2 896 <0,26,18> <1,27,18> 
W 2 896 <0,26,19> <1,27,19> 
W 2 896 <0,26,20> <1,27,20> 
W 2 896 <0,26,21> <1,27,21> 
W 2 896 <0,26,22> <1,27,22> 
W 2 896 <0,26,23> <1,27,23> 
W 2 896 <0,26,24> <1,27,24> 
W 2 896 <0,26,25> <1,27,25> 
W 2 896 <0,26,26> <1,27,26> 
W 2 896 <0,26,27> <1,27,27> 
W 2 896 <0,26,28> <1,27,28> 
W 2 896 <0,26,29> <1,27,29> 
W 2 896 <0,26,30> <1,27,30> 
S <0,26> Reused 
S <1,27> Reused 
S <0,25> Active2 
S <1,26> Active2 
W 2 544 <0,25,0> <1,26,0> 
B <0,24> 
S <0,24> Recycled 
G <0,24> 
B <1,23> 
S <1,23> Recycled 
G <1,23> 
W 2 896 <0,25,1> <1,26,1> 
W 2 896 <0,25,2> <1,26,2> 
W 2 896 <0,25,3> <1,26,3> 
W 2 896 <0,25,4> <1,26,4> 
W 2 896 <0,25,5> <1,26,5> 
W 2 896 <0,25,6> <1,26,6> 
W 2 896 <0,25,7> <1,26,7> 
W 2 896 <0,25,8> <1,26,8> 
W 2 896 <0,25,9> <1,26,9> 
W 2 896 <0,25,10> <1,26,10> 
W 2 896 <0,25,11> <1,26,11> 
W 2 896 <0,25,12> <1,26,12> 
W 2 544 <0,25,13> <1,26,13> 
W 2 896 <0,25,14> <1,26,14> 
W 2 896 <0,25,15> <1,26,15> 
W 2 896 <0,25,16> <1,26,16> 
W 2 896 <0,25,17> <1,26,17> 
W 2 544 <0,25,18> <1,26,18> 
W 2 896 <0,25,19> <1,26,19> 
W 2 896 <0,25,20> <1,26,20> 
W 2 329 <0,25,21> <1,26,21> 
W 2 330 <0,25,22> <1,26,22> 
W 2 896 <0,25,23> <1,26,23> 
W 2 896 <0,25,24> <1,26,24> 
W 2 896 <0,25,25> <1,26,25> 
W 2 896 <0,25,26> <1,26,26> 
W 2 896 <0,25,27> <1,26,27> 
W 2 896 <0,25,28> <1,26,28> 
W 2 896 <0,25,29> <1,26,29> 
W 2 896 <0,25,30> <1,26,30> 
S <0,25> Reused 
S <1,26> Reused 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,0> <1,23,0> 
B <0,26> 
E <0,26> 
G <0,26> 
B <1,27> 
E <1,27> 
G <1,27> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,1> <1,23,1> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,2> <1,23,2> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,3> <1,23,3> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,4> <1,23,4> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,5> <1,23,5> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,6> <1,23,6> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,7> <1,23,7> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,8> <1,23,8> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,9> <1,23,9> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,10> <1,23,10> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,11> <1,23,11> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,12> <1,23,12> 
S <0,24> Active2 
S <1,23> Active2 
W 2 896 <0,24,13> <1,23,13> 
W 2 544 <0,24,14> <1,23,14> 
W 2 447 <0,24,15> <1,23,15> 
W 2 447 <0,24,16> <1,23,16> 
W 2 447 <0,24,17> <1,23,17> 
W 2 447 <0,24,18> <1,23,18> 
W 2 447 <0,24,19> <1,23,19> 
W 2 448 <0,24,20> <1,23,20> 
W 2 448 <0,24,21> <1,23,21> 
W 2 448 <0,24,22> <1,23,22> 
W 2 448 <0,24,23> <1,23,23> 
W 2 449 <0,24,24> <1,23,24> 
W 2 449 <0,24,25> <1,23,25> 
W 2 449 <0,24,26> <1,23,26> 
W 2 449 <0,24,27> <1,23,27> 
W 2 450 <0,24,28> <1,23,28> 
W 2 451 <0,24,29> <1,23,29> 
W 2 451 <0,24,30> <1,23,30> 
S <0,24> Reused 
S <1,23> Reused 
W 1 452 <0,28,5> 
W 1 453 <0,28,6> 
W 1 453 <0,28,7> 
W 1 453 <0,28,8> 
W 1 454 <0,28,9> 
W 1 454 <0,28,10> 
W 1 455 <0,28,11> 
W 1 456 <0,28,12> 
W 1 456 <0,28,13> 
W 1 456 <0,28,14> 
W 1 456 <0,28,15> 
W 1 456 <0,28,16> 
W 1 457 <0,28,17> 
W 1 458 <0,28,18> 
W 1 458 <0,28,19> 
W 1 459 <0,28,20> 
W 1 460 <0,28,21> 
W 1 461 <0,28,22> 
W 1 461 <0,28,23> 
W 1 461 <0,28,24> 
W 1 462 <0,28,25> 
W 1 896 <0,28,26> 
W 1 896 <0,28,27> 
W 1 896 <0,28,28> 
W 1 896 <0,28,29> 
W 1 896 <0,28,30> 
S <0,28> Used 
S <0,26> Active1 
W 1 896 <0,26,0> 
B <0,27> 
S <0,27> Recycled 
G <0,27> 
W 1 896 <0,26,1> 
B <0,22> 
S <0,22> Recycled 
G <0,22> 
W 1 896 <0,26,2> 
W 1 896 <0,26,3> 
W 1 896 <0,26,4> 
W 1 896 <0,26,5> 
W 1 896 <0,26,6> 
W 1 544 <0,26,7> 
W 1 896 <0,26,8> 
W 1 896 <0,26,9> 
W 1 896 <0,26,10> 
W 1 896 <0,26,11> 
W 1 896 <0,26,12> 
W 1 896 <0,26,13> 
W 1 896 <0,26,14> 
W 1 896 <0,26,15> 
W 1 896 <0,26,16> 
W 1 896 <0,26,17> 
W 1 544 <0,26,18> 
W 1 896 <0,26,19> 
W 1 896 <0,26,20> 
W 1 329 <0,26,21> 
W 1 330 <0,26,22> 
W 1 896 <0,26,23> 
W 1 896 <0,26,24> 
W 1 896 <0,26,25> 
W 1 896 <0,26,26> 
W 1 896 <0,26,27> 
W 1 896 <0,26,28> 
W 1 896 <0,26,29> 
W 1 896 <0,26,30> 
S <0,26> Used 
S <0,29> Active1 
W 1 896 <0,29,0> 
B <0,25> 
E <0,25> 
G <0,25> 
W 1 896 <0,29,1> 
W 1 896 <0,29,2> 
W 1 896 <0,29,3> 
W 1 544 <0,29,4> 
W 1 896 <0,29,5> 
W 1 896 <0,29,6> 
W 1 896 <0,29,7> 
W 1 896 <0,29,8> 
W 1 544 <0,29,9> 
W 1 896 <0,29,10> 
W 1 896 <0,29,11> 
W 1 544 <0,29,12> 
W 1 896 <0,29,13> 
W 1 896 <0,29,14> 
W 1 420 <0,29,15> 
W 1 896 <0,29,16> 
W 1 896 <0,29,17> 
W 1 896 <0,29,18> 
W 1 896 <0,29,19> 
W 1 896 <0,29,20> 
W 1 896 <0,29,21> 
W 1 896 <0,29,22> 
W 1 896 <0,29,23> 
W 1 896 <0,29,24> 
W 1 896 <0,29,25> 
W 1 896 <0,29,26> 
W 1 896 <0,29,27> 
W 1 896 <0,29,28> 
W 1 896 <0,29,29> 
W 1 896 <0,29,30> 
S <0,29> Used 
S <0,30> Active1 
W 1 896 <0,30,0> 
B <0,29> 
M 1 544 <0,30,1> 
M 1 420 <0,30,2> 
E <0,29> 
G <0,29> 
W 1 896 <0,30,3> 
W 1 896 <0,30,4> 
W 1 896 <0,30,5> 
W 1 896 <0,30,6> 
W 1 896 <0,30,7> 
W 1 896 <0,30,8> 
W 1 896 <0,30,9> 
W 1 896 <0,30,10> 
W 1 544 <0,30,11> 
W 1 896 <0,30,12> 
W 1 896 <0,30,13> 
W 1 4 <0,30,14> 
W 1 5 <0,30,15> 
W 1 4 <0,30,16> 
W 1 5 <0,30,17> 
W 1 896 <0,30,18> 
W 1 896 <0,30,19> 
W 1 544 <0,30,20> 
W 1 329 <0,30,21> 
W 1 330 <0,30,22> 
W 1 329 <0,30,23> 
W 1 330 <0,30,24> 
W 1 329 <0,30,25> 
W 1 330 <0,30,26> 
W 1 896 <0,30,27> 
W 1 896 <0,30,28> 
W 1 896 <0,30,29> 
W 1 896 <0,30,30> 
S <0,30> Used 
S <0,25> Active1 
W 1 896 <0,25,0> 
B <0,26> 
E <0,26> 
G <0,26> 
W 1 896 <0,25,1> 
W 1 896 <0,25,2> 
W 1 896 <0,25,3> 
W 1 544 <0,25,4> 
W 1 617 <0,25,5> 
W 1 617 <0,25,6> 
W 1 896 <0,25,7> 
W 1 896 <0,25,8> 
W 1 896 <0,25,9> 
W 1 896 <0,25,10> 
W 1 544 <0,25,11> 
W 1 896 <0,25,12> 
W 1 896 <0,25,13> 
W 1 896 <0,25,14> 
W 1 896 <0,25,15> 
W 1 896 <0,25,16> 
W 1 896 <0,25,17> 
W 1 896 <0,25,18> 
W 1 896 <0,25,19> 
W 1 544 <0,25,20> 
W 1 896 <0,25,21> 
W 1 896 <0,25,22> 
W 1 896 <0,25,23> 
W 1 896 <0,25,24> 
W 1 896 <0,25,25> 
W 1 896 <0,25,26> 
W 1 463 <0,25,27> 
W 1 463 <0,25,28> 
W 1 896 <0,25,29> 
W 1 896 <0,25,30> 
S <0,25> Used 
S <0,26> Active1 
W 1 896 <0,26,0> 
B <0,23> 
E <0,23> 
G <0,23> 
W 1 896 <0,26,1> 
W 1 544 <0,26,2> 
W 1 896 <0,26,3> 
W 1 896 <0,26,4> 
W 1 544 <0,26,5> 
W 1 896 <0,26,6> 
W 1 896 <0,26,7> 
W 1 896 <0,26,8> 
W 1 896 <0,26,9> 
W 1 329 <0,26,10> 
W 1 330 <0,26,11> 
W 1 617 <0,26,12> 
W 1 544 <0,26,13> 
W 1 896 <0,26,14> 
W 1 896 <0,26,15> 
W 1 896 <0,26,16> 
W 1 896 <0,26,17> 
W 1 896 <0,26,18> 
W 1 896 <0,26,19> 
W 1 896 <0,26,20> 
W 1 896 <0,26,21> 
W 1 896 <0,26,22> 
W 1 896 <0,26,23> 
W 1 896 <0,26,24> 
W 1 896 <0,26,25> 
W 1 896 <0,26,26> 
W 1 896 <0,26,27> 
W 1 896 <0,26,28> 
W 1 896 <0,26,29> 
W 1 896 <0,26,30> 
S <0,26> Used 
S <0,29> Active1 
W 1 896 <0,29,0> 
B <0,25> 
M 1 463 <0,29,1> 
E <0,25> 
G <0,25> 
W 1 896 <0,29,2> 
W 1 896 <0,29,3> 
W 1 896 <0,29,4> 
W 1 896 <0,29,5> 
W 1 896 <0,29,6> 
W 1 896 <0,29,7> 
W 1 896 <0,29,8> 
W 1 896 <0,29,9> 
W 1 544 <0,29,10> 
W 1 896 <0,29,11> 
W 1 896 <0,29,12> 
W 1 896 <0,29,13> 
W 1 896 <0,29,14> 
W 1 896 <0,29,15> 
W 1 896 <0,29,16> 
W 1 896 <0,29,17> 
W 1 896 <0,29,18> 
W 1 896 <0,29,19> 
W 1 896 <0,29,20> 
W 1 896 <0,29,21> 
W 1 896 <0,29,22> 
W 1 896 <0,29,23> 
W 1 896 <0,29,24> 
W 1 896 <0,29,25> 
W 1 896 <0,29,26> 
W 1 544 <0,29,27> 
W 1 896 <0,29,28> 
W 1 896 <0,29,29> 
W 1 896 <0,29,30> 
S <0,29> Used 
S <0,23> Active1 
W 1 896 <0,23,0> 
B <0,29> 
M 1 463 <0,23,1> 
M 1 544 <0,23,2> 
E <0,29> 
G <0,29> 
W 1 544 <0,23,3> 
W 1 896 <0,23,4> 
W 1 896 <0,23,5> 
W 1 896 <0,23,6> 
W 1 896 <0,23,7> 
W 1 896 <0,23,8> 
W 1 896 <0,23,9> 
W 1 896 <0,23,10> 
W 1 896 <0,23,11> 
W 1 329 <0,23,12> 
W 1 330 <0,23,13> 
W 1 329 <0,23,14> 
W 1 330 <0,23,15> 
W 1 896 <0,23,16> 
W 1 896 <0,23,17> 
W 1 896 <0,23,18> 
W 1 896 <0,23,19> 
W 1 420 <0,23,20> 
W 1 896 <0,23,21> 
W 1 896 <0,23,22> 
W 1 896 <0,23,23> 
W 1 896 <0,23,24> 
W 1 896 <0,23,25> 
W 1 896 <0,23,26> 
W 1 544 <0,23,27> 
W 1 896 <0,23,28> 
W 1 896 <0,23,29> 
W 1 896 <0,23,30> 
S <0,23> Used 
S <0,25> Active1 
W 1 896 <0,25,0> 
B <0,26> 
M 1 617 <0,25,1> 
E <0,26> 
G <0,26> 
W 1 896 <0,25,2> 
W 1 896 <0,25,3> 
W 1 896 <0,25,4> 
W 1 896 <0,25,5> 
W 1 896 <0,25,6> 
W 1 896 <0,25,7> 
W 1 896 <0,25,8> 
W 1 896 <0,25,9> 
W 1 896 <0,25,10> 
W 1 896 <0,25,11> 
W 1 544 <0,25,12> 
W 1 896 <0,25,13> 
W 1 896 <0,25,14> 
W 1 896 <0,25,15> 
W 1 896 <0,25,16> 
W 1 544 <0,25,17> 
W 1 896 <0,25,18> 
W 1 896 <0,25,19> 
W 1 896 <0,25,20> 
W 1 896 <0,25,21> 
W 1 896 <0,25,22> 
W 1 896 <0,25,23> 
W 1 896 <0,25,24> 
W 1 896 <0,25,25> 
W 1 896 <0,25,26> 
W 1 896 <0,25,27> 
W 1 896 <0,25,28> 
W 1 896 <0,25,29> 
W 1 896 <0,25,30> 
S <0,25> Used 
S <0,26> Active1 
W 1 896 <0,26,0> 
B <0,30> 
M 1 4 <0,26,1> 
M 1 5 <0,26,2> 
E <0,30> 
G <0,30> 
W 1 896 <0,26,3> 
W 1 896 <0,26,4> 
W 1 896 <0,26,5> 
W 1 896 <0,26,6> 
W 1 896 <0,26,7> 
W 1 896 <0,26,8> 
W 1 896 <0,26,9> 
W 1 896 <0,26,10> 
W 1 896 <0,26,11> 
W 1 896 <0,26,12> 
W 1 544 <0,26,13> 
W 1 896 <0,26,14> 
W 1 896 <0,26,15> 
W 1 896 <0,26,16> 
W 1 896 <0,26,17> 
W 1 329 <0,26,18> 
W 1 330 <0,26,19> 
W 1 896 <0,26,20> 
W 1 896 <0,26,21> 
W 1 896 <0,26,22> 
W 1 896 <0,26,23> 
W 1 892 <0,26,24> 
W 1 896 <1,28,1> 
W 1 896 <0,26,25> 
W 1 896 <1,28,2> 
W 1 896 <0,26,26> 
W 1 544 <1,28,3> 
W 1 896 <0,26,27> 
W 1 896 <0,26,28> 
W 1 896 <0,26,29> 
W 1 896 <0,26,30> 
S <0,26> Used 
S <0,29> Active1 
W 1 896 <0,29,0> 
B <0,25> 
M 1 617 <0,29,1> 
E <0,25> 
G <0,25> 
W 1 896 <0,29,2> 
W 1 896 <0,29,3> 
W 1 896 <0,29,4> 
W 1 896 <0,29,5> 
W 1 896 <0,29,6> 
W 1 544 <0,29,7> 
W 1 896 <1,28,4> 
W 1 896 <0,29,8> 
W 1 896 <1,28,5> 
W 1 896 <0,29,9> 
W 1 896 <1,28,6> 
W 1 896 <0,29,10> 
W 1 329 <1,28,7> 
W 1 330 <0,29,11> 
W 1 896 <0,29,12> 
W 1 896 <0,29,13> 
W 1 896 <0,29,14> 
W 1 896 <0,29,15> 
W 1 896 <0,29,16> 
W 1 896 <0,29,17> 
W 1 896 <0,29,18> 
W 1 896 <0,29,19> 
W 1 896 <0,29,20> 
W 1 896 <0,29,21> 
W 1 544 <0,29,22> 
W 1 896 <0,29,23> 
W 1 896 <0,29,24> 
W 1 544 <0,29,25> 
W 1 896 <0,29,26> 
W 1 896 <0,29,27> 
W 1 896 <0,29,28> 
W 1 896 <0,29,29> 
W 1 896 <0,29,30> 
S <0,29> Used 
S <0,30> Active1 
W 1 896 <0,30,0> 
B <0,23> 
M 1 463 <0,30,1> 
M 1 420 <0,30,2> 
E <0,23> 
G <0,23> 
W 1 896 <0,30,3> 
W 1 896 <0,30,4> 
W 1 896 <0,30,5> 
W 1 896 <0,30,6> 
W 1 896 <0,30,7> 
W 1 896 <0,30,8> 
W 1 896 <0,30,9> 
W 1 896 <0,30,10> 
W 1 896 <0,30,11> 
W 1 896 <0,30,12> 
W 1 896 <0,30,13> 
W 1 896 <0,30,14> 
W 1 896 <0,30,15> 
W 1 896 <0,30,16> 
W 1 896 <0,30,17> 
W 1 896 <0,30,18> 
W 1 896 <0,30,19> 
W 1 896 <0,30,20> 
W 1 544 <0,30,21> 
W 1 896 <0,30,22> 
W 1 896 <0,30,23> 
W 1 896 <0,30,24> 
W 1 896 <0,30,25> 
W 1 896 <0,30,26> 
W 1 896 <0,30,27> 
W 1 896 <0,30,28> 
W 1 896 <0,30,29> 
W 1 896 <0,30,30> 
S <0,30> Used 
S <0,23> Active1 
W 1 896 <0,23,0> 
B <0,29> 
M 1 617 <0,23,1> 
M 1 330 <0,23,2> 
E <0,29> 
G <0,29> 
W 1 896 <0,23,3> 
W 1 896 <0,23,4> 
W 1 544 <0,23,5> 
W 1 896 <0,23,6> 
W 1 896 <0,23,7> 
W 1 896 <0,23,8> 
W 1 896 <0,23,9> 
W 1 896 <0,23,10> 
W 1 896 <0,23,11> 
W 1 896 <0,23,12> 
W 1 896 <0,23,13> 
W 1 896 <0,23,14> 
W 1 896 <0,23,15> 
W 1 896 <0,23,16> 
W 1 896 <0,23,17> 
W 1 544 <0,23,18> 
W 1 896 <0,23,19> 
W 1 896 <0,23,20> 
W 1 896 <0,23,21> 
W 1 896 <0,23,22> 
W 1 896 <0,23,23> 
W 1 896 <0,23,24> 
W 1 896 <0,23,25> 
W 1 896 <0,23,26> 
W 1 896 <0,23,27> 
W 1 896 <0,23,28> 
W 1 896 <0,23,29> 
W 1 896 <0,23,30> 
S <0,23> Used 
S <0,25> Active1 
W 1 896 <0,25,0> 
B <0,30> 
M 1 463 <0,25,1> 
M 1 420 <0,25,2> 
E <0,30> 
G <0,30> 
W 1 896 <0,25,3> 
W 1 896 <0,25,4> 
W 1 896 <0,25,5> 
W 1 544 <0,25,6> 
W 1 544 <0,25,7> 
W 1 896 <0,25,8> 
W 1 896 <0,25,9> 
W 1 329 <0,25,10> 
W 1 330 <1,28,8> 
W 1 329 <1,28,9> 
W 1 330 <0,25,11> 
W 1 329 <0,25,12> 
W 1 330 <1,28,10> 
W 1 896 <0,25,13> 
W 1 896 <0,25,14> 
W 1 896 <0,25,15> 
W 1 896 <0,25,16> 
W 1 896 <0,25,17> 
W 1 896 <0,25,18> 
W 1 896 <0,25,19> 
W 1 896 <0,25,20> 
W 1 896 <0,25,21> 
W 1 896 <0,25,22> 
W 1 896 <0,25,23> 
W 1 896 <0,25,24> 
W 1 896 <0,25,25> 
W 1 896 <0,25,26> 
W 1 896 <0,25,27> 
W 1 896 <0,25,28> 
W 1 896 <0,25,29> 
W 1 896 <0,25,30> 
S <0,25> Used 
S <0,29> Active1 
W 1 896 <0,29,0> 
B <0,23> 
M 1 617 <0,29,1> 
E <0,23> 
G <0,23> 
W 1 896 <0,29,2> 
W 1 896 <0,29,3> 
W 1 896 <0,29,4> 
W 1 896 <0,29,5> 
W 1 896 <0,29,6> 
W 1 544 <0,29,7> 
W 1 896 <0,29,8> 
W 1 896 <0,29,9> 
W 1 896 <0,29,10> 
W 1 896 <0,29,11> 
W 1 896 <0,29,12> 
W 1 896 <0,29,13> 
W 1 896 <0,29,14> 
W 1 896 <0,29,15> 
W 1 896 <0,29,16> 
W 1 896 <0,29,17> 
W 1 544 <0,29,18> 
W 1 896 <0,29,19> 
W 1 896 <0,29,20> 
W 1 896 <0,29,21> 
W 1 896 <0,29,22> 
W 1 896 <0,29,23> 
W 1 896 <0,29,24> 
W 1 896 <0,29,25> 
W 1 896 <0,29,26> 
W 1 896 <0,29,27> 
W 1 896 <0,29,28> 
W 1 896 <0,29,29> 
W 1 896 <0,29,30> 
S <0,29> Used 
S <0,30> Active1 
W 1 896 <0,30,0> 
B <0,29> 
M 1 617 <0,30,1> 
M 1 544 <0,30,2> 
E <0,29> 
G <0,29> 
W 1 896 <0,30,3> 
W 1 544 <0,30,4> 
W 1 896 <0,30,5> 
W 1 896 <0,30,6> 
W 1 896 <0,30,7> 
W 1 896 <0,30,8> 
W 1 896 <0,30,9> 
W 1 896 <0,30,10> 
W 1 896 <0,30,11> 
W 1 896 <0,30,12> 
W 1 896 <0,30,13> 
W 1 896 <0,30,14> 
W 1 896 <0,30,15> 
W 1 896 <0,30,16> 
W 1 896 <0,30,17> 
W 1 896 <0,30,18> 
W 1 896 <0,30,19> 
W 1 896 <0,30,20> 
W 1 544 <0,30,21> 
W 1 544 <0,30,22> 
W 1 896 <0,30,23> 
W 1 896 <0,30,24> 
W 1 329 <0,30,25> 
W 1 330 <0,30,26> 
W 1 329 <0,30,27> 
W 1 330 <1,28,11> 
W 1 329 <0,30,28> 
W 1 330 <0,30,29> 
W 1 896 <1,28,12> 
W 1 896 <0,30,30> 
S <0,30> Used 
W 1 896 <1,28,13> 
S <0,23> Active1 
W 1 896 <0,23,0> 
B <0,25> 
M 1 463 <0,23,1> 
M 1 420 <0,23,2> 
E <0,25> 
G <0,25> 
W 1 896 <1,28,14> 
W 1 896 <0,23,3> 
W 1 896 <1,28,15> 
W 1 896 <0,23,4> 
W 1 896 <1,28,16> 
W 1 896 <0,23,5> 
W 1 896 <1,28,17> 
W 1 896 <0,23,6> 
W 1 896 <1,28,18> 
W 1 896 <0,23,7> 
W 1 896 <1,28,19> 
W 1 896 <0,23,8> 
W 1 896 <1,28,20> 
W 1 896 <0,23,9> 
W 1 896 <1,28,21> 
W 1 896 <0,23,10> 
W 1 896 <1,28,22> 
W 1 896 <0,23,11> 
W 1 544 <1,28,23> 
W 1 896 <0,23,12> 
W 1 896 <0,23,13> 
W 1 896 <0,23,14> 
W 1 896 <0,23,15> 
W 1 896 <0,23,16> 
W 1 896 <0,23,17> 
W 1 896 <0,23,18> 
W 1 896 <0,23,19> 
W 1 896 <0,23,20> 
W 1 896 <0,23,21> 
W 1 896 <0,23,22> 
W 1 896 <0,23,23> 
W 1 544 <0,23,24> 
W 1 896 <1,28,24> 
W 1 896 <0,23,25> 
W 1 896 <1,28,25> 
W 1 896 <0,23,26> 
W 1 896 <1,28,26> 
W 1 896 <0,23,27> 
W 1 896 <1,28,27> 
W 1 896 <0,23,28> 
W 1 896 <1,28,28> 
W 1 896 <0,23,29> 
W 1 544 <1,28,29> 
W 1 896 <0,23,30> 
S <0,23> Used 
S <0,25> Active1 
W 1 896 <0,25,0> 
B <0,23> 
M 1 463 <0,25,1> 
M 1 420 <0,25,2> 
E <0,23> 
G <0,23> 
W 1 896 <0,25,3> 
W 1 896 <0,25,4> 
W 1 896 <0,25,5> 
W 1 896 <0,25,6> 
W 1 896 <0,25,7> 
W 1 896 <0,25,8> 
W 1 896 <0,25,9> 
W 1 896 <0,25,10> 
W 1 896 <0,25,11> 
W 1 896 <0,25,12> 
W 1 896 <0,25,13> 
W 1 896 <0,25,14> 
W 1 896 <0,25,15> 
W 1 896 <0,25,16> 
W 1 544 <0,25,17> 
W 1 896 <1,28,30> 
S <1,28> Used 
W 1 896 <0,25,18> 
S <1,27> Active1 
W 1 544 <1,27,0> 
B <1,28> 
S <1,28> Recycled 
G <1,28> 
S <0,27> Active2 
S <1,28> Active2 
W 2 896 <0,27,0> <1,28,0> 
B <1,26> 
E <1,26> 
G <1,26> 
S <0,27> Active2 
S <1,28> Active2 
W 2 896 <0,27,1> <1,28,1> 
W 2 329 <0,27,2> <1,28,2> 
W 2 330 <0,27,3> <1,28,3> 
W 2 329 <0,27,4> <1,28,4> 
W 2 330 <0,27,5> <1,28,5> 
W 2 329 <0,27,6> <1,28,6> 
W 2 330 <0,27,7> <1,28,7> 
W 2 896 <0,27,8> <1,28,8> 
W 2 896 <0,27,9> <1,28,9> 
W 2 896 <0,27,10> <1,28,10> 
W 2 896 <0,27,11> <1,28,11> 
W 2 896 <0,27,12> <1,28,12> 
W 2 896 <0,27,13> <1,28,13> 
W 2 896 <0,27,14> <1,28,14> 
W 2 896 <0,27,15> <1,28,15> 
W 2 896 <0,27,16> <1,28,16> 
W 2 896 <0,27,17> <1,28,17> 
W 2 896 <0,27,18> <1,28,18> 
W 2 896 <0,27,19> <1,28,19> 
W 2 896 <0,27,20> <1,28,20> 
W 2 896 <0,27,21> <1,28,21> 
W 2 896 <0,27,22> <1,28,22> 
W 2 896 <0,27,23> <1,28,23> 
W 2 896 <0,27,24> <1,28,24> 
W 2 896 <0,27,25> <1,28,25> 
W 2 896 <0,27,26> <1,28,26> 
W 2 896 <0,27,27> <1,28,27> 
W 2 329 <0,27,28> <1,28,28> 
W 2 330 <0,27,29> <1,28,29> 
W 2 896 <0,27,30> <1,28,30> 
S <0,27> Reused 
S <1,28> Reused 
W 1 896 <0,25,19> 
B <0,30> 
S <0,30> Recycled 
G <0,30> 
W 1 544 <0,25,20> 
W 1 896 <0,25,21> 
W 1 896 <0,25,22> 
W 1 896 <0,25,23> 
W 1 896 <0,25,24> 
W 1 896 <0,25,25> 
W 1 896 <0,25,26> 
W 1 896 <0,25,27> 
W 1 896 <0,25,28> 
W 1 896 <0,25,29> 
W 1 896 <0,25,30> 
S <0,25> Used 
S <0,23> Active1 
W 1 896 <0,23,0> 
B <0,27> 
M 1 329 <0,23,1> 
M 1 330 <0,23,2> 
E <0,27> 
G <0,27> 
W 1 896 <1,27,1> 
