#SSD VISUALIZATION MODE TRACE: 2 PLANES X 32 BLOCKS X 32 PAGES
#Output from DiskSim execution of ReusableSSD
#Input is a Zipf workload with alpha=1, accessing 1200 logical pages.
#Resources
# DiskSim and SSD extension: 
#  http://www.pdl.cmu.edu/DiskSim/
# Zipf workload generator in C:
#  http://www.csee.usf.edu/~christen/tools/genzipf.c
# ReusableSSD paper: 
#  https://www.usenix.org/conference/fast15/technical-sessions/presentation/yadgar
S <0,0> Active1 
W 1 374 <0,9,28> 
W 1 1 <1,18,28> 
W 1 893 <0,9,29> 
W 1 2 <1,18,29> 
W 1 2 <1,18,30> 
S <1,18> Used 
S <1,22> Active1 
W 1 68 <1,22,0> 
B <1,1> 
M 1 842 <1,22,1> 
M 1 963 <1,22,2> 
M 1 972 <1,22,3> 
M 1 974 <1,22,4> 
M 1 977 <1,22,5> 
M 1 979 <1,22,6> 
M 1 982 <1,22,7> 
M 1 552 <1,22,8> 
M 1 578 <1,22,9> 
M 1 843 <1,22,10> 
M 1 1046 <1,22,11> 
M 1 574 <1,22,12> 
M 1 1179 <1,22,13> 
M 1 172 <1,22,14> 
M 1 287 <1,22,15> 
M 1 599 <1,22,16> 
M 1 422 <1,22,17> 
M 1 916 <1,22,18> 
M 1 278 <1,22,19> 
E <1,1> 
G <1,1> 
W 1 833 <1,22,20> 
W 1 357 <1,22,21> 
W 1 180 <1,22,22> 
W 1 816 <1,22,23> 
W 1 86 <0,9,30> 
S <0,9> Used 
S <0,17> Active1 
W 1 43 <0,17,0> 
B <0,13> 
M 1 135 <0,17,1> 
M 1 439 <0,17,2> 
M 1 871 <0,17,3> 
M 1 872 <0,17,4> 
M 1 873 <0,17,5> 
M 1 876 <0,17,6> 
M 1 881 <0,17,7> 
M 1 882 <0,17,8> 
M 1 884 <0,17,9> 
M 1 885 <0,17,10> 
M 1 888 <0,17,11> 
M 1 891 <0,17,12> 
M 1 894 <0,17,13> 
M 1 897 <0,17,14> 
M 1 398 <0,17,15> 
M 1 1042 <0,17,16> 
M 1 405 <0,17,17> 
M 1 258 <0,17,18> 
M 1 343 <0,17,19> 
M 1 337 <0,17,20> 
M 1 488 <0,17,21> 
E <0,13> 
G <0,13> 
W 1 2 <1,22,24> 
W 1 14 <1,22,25> 
W 1 1143 <0,17,22> 
W 1 352 <0,17,23> 
W 1 313 <1,22,26> 
W 1 480 <1,22,27> 
W 1 47 <1,22,28> 
W 1 6 <1,22,29> 
W 1 6 <0,17,24> 
W 1 249 <1,22,30> 
S <1,22> Used 
W 1 2 <0,17,25> 
S <1,27> Active1 
W 1 78 <1,27,0> 
B <1,5> 
M 1 877 <1,27,1> 
M 1 335 <1,27,2> 
M 1 950 <1,27,3> 
M 1 347 <1,27,4> 
M 1 530 <1,27,5> 
M 1 841 <1,27,6> 
M 1 922 <1,27,7> 
M 1 469 <1,27,8> 
M 1 212 <1,27,9> 
M 1 917 <1,27,10> 
M 1 762 <1,27,11> 
M 1 237 <1,27,12> 
M 1 579 <1,27,13> 
M 1 878 <1,27,14> 
M 1 466 <1,27,15> 
M 1 319 <1,27,16> 
M 1 260 <1,27,17> 
M 1 88 <1,27,18> 
M 1 470 <1,27,19> 
E <1,5> 
G <1,5> 
W 1 2 <0,17,26> 
W 1 1138 <0,17,27> 
W 1 5 <1,27,20> 
W 1 2 <1,27,21> 
W 1 9 <0,17,28> 
W 1 0 <0,17,29> 
W 1 315 <1,27,22> 
W 1 255 <0,17,30> 
S <0,17> Used 
W 1 0 <1,27,23> 
S <0,18> Active1 
W 1 5 <0,18,0> 
B <0,8> 
M 1 481 <0,18,1> 
M 1 758 <0,18,2> 
M 1 1081 <0,18,3> 
M 1 1178 <0,18,4> 
M 1 909 <0,18,5> 
M 1 549 <0,18,6> 
M 1 656 <0,18,7> 
M 1 1070 <0,18,8> 
M 1 906 <0,18,9> 
M 1 742 <0,18,10> 
M 1 1150 <0,18,11> 
M 1 168 <0,18,12> 
M 1 239 <0,18,13> 
M 1 846 <0,18,14> 
M 1 942 <0,18,15> 
M 1 368 <0,18,16> 
M 1 211 <0,18,17> 
M 1 140 <0,18,18> 
M 1 132 <0,18,19> 
M 1 39 <0,18,20> 
M 1 74 <0,18,21> 
E <0,8> 
G <0,8> 
W 1 113 <1,27,24> 
W 1 0 <1,27,25> 
W 1 5 <0,18,22> 
W 1 58 <0,18,23> 
W 1 43 <1,27,26> 
W 1 1067 <1,27,27> 
W 1 5 <0,18,24> 
W 1 703 <0,18,25> 
W 1 21 <0,18,26> 
W 1 1 <1,27,28> 
W 1 792 <0,18,27> 
W 1 138 <1,27,29> 
W 1 456 <0,18,28> 
W 1 49 <0,18,29> 
W 1 1 <1,27,30> 
S <1,27> Used 
W 1 396 <0,18,30> 
S <0,18> Used 
S <1,1> Active1 
W 1 1 <1,1,0> 
B <1,30> 
M 1 596 <1,1,1> 
M 1 438 <1,1,2> 
M 1 161 <1,1,3> 
M 1 1188 <1,1,4> 
M 1 308 <1,1,5> 
M 1 1036 <1,1,6> 
M 1 907 <1,1,7> 
M 1 1156 <1,1,8> 
M 1 328 <1,1,9> 
M 1 726 <1,1,10> 
M 1 1145 <1,1,11> 
M 1 302 <1,1,12> 
M 1 924 <1,1,13> 
M 1 807 <1,1,14> 
M 1 459 <1,1,15> 
M 1 669 <1,1,16> 
M 1 419 <1,1,17> 
M 1 108 <1,1,18> 
M 1 831 <1,1,19> 
M 1 824 <1,1,20> 
E <1,30> 
G <1,30> 
S <0,26> Active1 
W 1 17 <0,26,0> 
W 1 7 <0,26,1> 
B <0,11> 
M 1 125 <0,26,2> 
M 1 301 <0,26,3> 
M 1 1151 <0,26,4> 
M 1 547 <0,26,5> 
M 1 492 <0,26,6> 
M 1 969 <0,26,7> 
M 1 1126 <0,26,8> 
M 1 887 <0,26,9> 
M 1 856 <0,26,10> 
M 1 777 <0,26,11> 
M 1 860 <0,26,12> 
M 1 587 <0,26,13> 
M 1 252 <0,26,14> 
M 1 755 <0,26,15> 
M 1 246 <0,26,16> 
M 1 714 <0,26,17> 
M 1 50 <0,26,18> 
M 1 472 <0,26,19> 
M 1 520 <0,26,20> 
M 1 394 <0,26,21> 
M 1 356 <0,26,22> 
E <0,11> 
G <0,11> 
W 1 1 <1,1,21> 
W 1 0 <1,1,22> 
W 1 0 <1,1,23> 
W 1 2 <1,1,24> 
W 1 140 <1,1,25> 
W 1 162 <1,1,26> 
W 1 2 <0,26,23> 
W 1 9 <0,26,24> 
W 1 0 <1,1,27> 
W 1 3 <1,1,28> 
W 1 4 <0,26,25> 
W 1 132 <0,26,26> 
W 1 8 <1,1,29> 
W 1 11 <0,26,27> 
W 1 26 <1,1,30> 
S <1,1> Used 
W 1 0 <0,26,28> 
S <1,5> Active1 
W 1 200 <1,5,0> 
B <1,4> 
M 1 293 <1,5,1> 
M 1 768 <1,5,2> 
M 1 1119 <1,5,3> 
M 1 183 <1,5,4> 
M 1 791 <1,5,5> 
M 1 962 <1,5,6> 
M 1 674 <1,5,7> 
M 1 327 <1,5,8> 
M 1 151 <1,5,9> 
M 1 1124 <1,5,10> 
M 1 503 <1,5,11> 
M 1 949 <1,5,12> 
M 1 1090 <1,5,13> 
M 1 267 <1,5,14> 
M 1 725 <1,5,15> 
M 1 746 <1,5,16> 
M 1 659 <1,5,17> 
M 1 1065 <1,5,18> 
M 1 1014 <1,5,19> 
M 1 619 <1,5,20> 
E <1,4> 
G <1,4> 
W 1 0 <0,26,29> 
W 1 0 <1,5,21> 
W 1 1 <1,5,22> 
W 1 1 <0,26,30> 
S <0,26> Used 
S <0,8> Active1 
W 1 33 <0,8,0> 
B <0,7> 
M 1 80 <0,8,1> 
M 1 304 <0,8,2> 
M 1 1055 <0,8,3> 
M 1 896 <0,8,4> 
M 1 499 <0,8,5> 
M 1 1016 <0,8,6> 
M 1 1159 <0,8,7> 
M 1 1163 <0,8,8> 
M 1 785 <0,8,9> 
M 1 880 <0,8,10> 
M 1 740 <0,8,11> 
M 1 608 <0,8,12> 
M 1 269 <0,8,13> 
M 1 859 <0,8,14> 
M 1 615 <0,8,15> 
M 1 1136 <0,8,16> 
M 1 631 <0,8,17> 
M 1 1040 <0,8,18> 
M 1 627 <0,8,19> 
M 1 498 <0,8,20> 
E <0,7> 
G <0,7> 
W 1 961 <1,5,23> 
W 1 297 <1,5,24> 
W 1 589 <0,8,21> 
W 1 116 <0,8,22> 
W 1 2 <1,5,25> 
W 1 14 <1,5,26> 
W 1 40 <0,8,23> 
W 1 1 <0,8,24> 
W 1 66 <1,5,27> 
W 1 369 <0,8,25> 
W 1 129 <1,5,28> 
W 1 364 <0,8,26> 
W 1 1 <1,5,29> 
W 1 13 <0,8,27> 
W 1 48 <0,8,28> 
W 1 120 <0,8,29> 
W 1 3 <0,8,30> 
S <0,8> Used 
W 1 133 <1,5,30> 
S <1,5> Used 
S <0,11> Active1 
W 1 476 <0,11,0> 
B <0,28> 
M 1 427 <0,11,1> 
M 1 339 <0,11,2> 
M 1 780 <0,11,3> 
M 1 801 <0,11,4> 
M 1 1060 <0,11,5> 
M 1 1054 <0,11,6> 
M 1 734 <0,11,7> 
M 1 739 <0,11,8> 
M 1 494 <0,11,9> 
M 1 749 <0,11,10> 
M 1 426 <0,11,11> 
M 1 1096 <0,11,12> 
M 1 754 <0,11,13> 
M 1 196 <0,11,14> 
M 1 158 <0,11,15> 
M 1 553 <0,11,16> 
M 1 259 <0,11,17> 
M 1 435 <0,11,18> 
M 1 124 <0,11,19> 
M 1 221 <0,11,20> 
M 1 441 <0,11,21> 
E <0,28> 
G <0,28> 
S <1,17> Active1 
W 1 133 <1,17,0> 
W 1 20 <1,17,1> 
B <1,26> 
M 1 722 <1,17,2> 
M 1 778 <1,17,3> 
M 1 779 <1,17,4> 
M 1 781 <1,17,5> 
M 1 789 <1,17,6> 
M 1 794 <1,17,7> 
M 1 798 <1,17,8> 
M 1 805 <1,17,9> 
M 1 390 <1,17,10> 
M 1 363 <1,17,11> 
M 1 773 <1,17,12> 
M 1 901 <1,17,13> 
M 1 310 <1,17,14> 
M 1 691 <1,17,15> 
M 1 201 <1,17,16> 
M 1 280 <1,17,17> 
M 1 431 <1,17,18> 
M 1 69 <1,17,19> 
M 1 192 <1,17,20> 
M 1 34 <1,17,21> 
E <1,26> 
G <1,26> 
W 1 90 <1,17,22> 
W 1 184 <1,17,23> 
W 1 0 <1,17,24> 
W 1 55 <1,17,25> 
W 1 1 <0,11,22> 
W 1 1 <1,17,26> 
W 1 0 <1,17,27> 
W 1 31 <0,11,23> 
W 1 327 <0,11,24> 
W 1 3 <1,17,28> 
W 1 247 <1,17,29> 
W 1 0 <0,11,25> 
W 1 117 <1,17,30> 
S <1,17> Used 
S <1,26> Active1 
W 1 10 <1,26,0> 
B <1,9> 
M 1 661 <1,26,1> 
M 1 671 <1,26,2> 
M 1 675 <1,26,3> 
M 1 676 <1,26,4> 
M 1 679 <1,26,5> 
M 1 681 <1,26,6> 
M 1 256 <1,26,7> 
M 1 713 <1,26,8> 
M 1 769 <1,26,9> 
M 1 565 <1,26,10> 
M 1 473 <1,26,11> 
M 1 178 <1,26,12> 
M 1 340 <1,26,13> 
M 1 643 <1,26,14> 
M 1 279 <1,26,15> 
M 1 900 <1,26,16> 
M 1 421 <1,26,17> 
M 1 316 <1,26,18> 
M 1 639 <1,26,19> 
M 1 1146 <1,26,20> 
E <1,9> 
G <1,9> 
W 1 454 <0,11,26> 
W 1 3 <0,11,27> 
W 1 0 <1,26,21> 
W 1 0 <0,11,28> 
W 1 0 <1,26,22> 
W 1 9 <1,26,23> 
W 1 14 <0,11,29> 
W 1 13 <1,26,24> 
W 1 20 <0,11,30> 
S <0,11> Used 
W 1 49 <1,26,25> 
S <0,13> Active1 
W 1 2 <0,13,0> 
B <0,12> 
M 1 764 <0,13,1> 
M 1 760 <0,13,2> 
M 1 507 <0,13,3> 
M 1 513 <0,13,4> 
M 1 514 <0,13,5> 
M 1 628 <0,13,6> 
M 1 1006 <0,13,7> 
M 1 930 <0,13,8> 
M 1 286 <0,13,9> 
M 1 799 <0,13,10> 
M 1 650 <0,13,11> 
M 1 354 <0,13,12> 
M 1 248 <0,13,13> 
M 1 177 <0,13,14> 
M 1 87 <0,13,15> 
M 1 128 <0,13,16> 
M 1 536 <0,13,17> 
M 1 94 <0,13,18> 
M 1 167 <0,13,19> 
M 1 808 <0,13,20> 
M 1 1001 <0,13,21> 
E <0,12> 
G <0,12> 
W 1 3 <1,26,26> 
W 1 602 <1,26,27> 
W 1 492 <0,13,22> 
W 1 2 <0,13,23> 
W 1 281 <0,13,24> 
W 1 55 <0,13,25> 
W 1 664 <1,26,28> 
W 1 8 <1,26,29> 
W 1 0 <1,26,30> 
S <1,26> Used 
S <1,30> Active1 
W 1 468 <1,30,0> 
B <1,25> 
M 1 898 <1,30,1> 
M 1 282 <1,30,2> 
M 1 1142 <1,30,3> 
M 1 638 <1,30,4> 
M 1 597 <1,30,5> 
M 1 572 <1,30,6> 
M 1 531 <1,30,7> 
M 1 822 <1,30,8> 
M 1 412 <1,30,9> 
M 1 996 <1,30,10> 
M 1 1196 <1,30,11> 
M 1 756 <1,30,12> 
M 1 626 <1,30,13> 
M 1 345 <1,30,14> 
M 1 144 <1,30,15> 
M 1 149 <1,30,16> 
M 1 1125 <1,30,17> 
M 1 705 <1,30,18> 
M 1 42 <1,30,19> 
M 1 95 <1,30,20> 
M 1 667 <1,30,21> 
E <1,25> 
G <1,25> 
W 1 23 <1,30,22> 
W 1 15 <1,30,23> 
W 1 4 <0,13,26> 
W 1 12 <0,13,27> 
W 1 1 <0,13,28> 
W 1 901 <0,13,29> 
W 1 6 <1,30,24> 
W 1 2 <0,13,30> 
S <0,13> Used 
W 1 3 <1,30,25> 
S <0,28> Active1 
W 1 0 <0,28,0> 
B <0,4> 
M 1 401 <0,28,1> 
M 1 953 <0,28,2> 
M 1 853 <0,28,3> 
M 1 1073 <0,28,4> 
M 1 566 <0,28,5> 
M 1 636 <0,28,6> 
M 1 707 <0,28,7> 
M 1 605 <0,28,8> 
M 1 166 <0,28,9> 
M 1 895 <0,28,10> 
M 1 775 <0,28,11> 
M 1 595 <0,28,12> 
M 1 388 <0,28,13> 
M 1 389 <0,28,14> 
M 1 647 <0,28,15> 
M 1 886 <0,28,16> 
M 1 206 <0,28,17> 
M 1 218 <0,28,18> 
M 1 370 <0,28,19> 
M 1 54 <0,28,20> 
M 1 101 <0,28,21> 
E <0,4> 
G <0,4> 
W 1 28 <1,30,26> 
W 1 1166 <1,30,27> 
W 1 12 <0,28,22> 
W 1 216 <0,28,23> 
W 1 43 <1,30,28> 
W 1 747 <1,30,29> 
W 1 327 <0,28,24> 
W 1 5 <1,30,30> 
S <1,30> Used 
W 1 114 <0,28,25> 
S <1,4> Active1 
W 1 1 <1,4,0> 
B <1,23> 
M 1 1019 <1,4,1> 
M 1 993 <1,4,2> 
M 1 417 <1,4,3> 
M 1 523 <1,4,4> 
M 1 717 <1,4,5> 
M 1 903 <1,4,6> 
M 1 1193 <1,4,7> 
M 1 581 <1,4,8> 
M 1 925 <1,4,9> 
M 1 1059 <1,4,10> 
M 1 318 <1,4,11> 
M 1 305 <1,4,12> 
M 1 146 <1,4,13> 
M 1 294 <1,4,14> 
M 1 829 <1,4,15> 
M 1 486 <1,4,16> 
M 1 386 <1,4,17> 
M 1 64 <1,4,18> 
M 1 82 <1,4,19> 
M 1 538 <1,4,20> 
E <1,23> 
G <1,23> 
W 1 149 <0,28,26> 
W 1 735 <0,28,27> 
W 1 0 <1,4,21> 
W 1 85 <1,4,22> 
W 1 1 <0,28,28> 
W 1 301 <0,28,29> 
W 1 17 <1,4,23> 
W 1 47 <0,28,30> 
S <0,28> Used 
W 1 126 <1,4,24> 
W 1 52 <1,4,25> 
W 1 4 <1,4,26> 
S <0,4> Active1 
W 1 262 <0,4,0> 
B <0,10> 
M 1 490 <0,4,1> 
M 1 623 <0,4,2> 
M 1 624 <0,4,3> 
M 1 625 <0,4,4> 
M 1 630 <0,4,5> 
M 1 644 <0,4,6> 
M 1 646 <0,4,7> 
M 1 648 <0,4,8> 
M 1 649 <0,4,9> 
M 1 436 <0,4,10> 
M 1 902 <0,4,11> 
M 1 429 <0,4,12> 
M 1 874 <0,4,13> 
M 1 295 <0,4,14> 
M 1 317 <0,4,15> 
M 1 1111 <0,4,16> 
M 1 224 <0,4,17> 
M 1 257 <0,4,18> 
M 1 723 <0,4,19> 
M 1 728 <0,4,20> 
M 1 71 <0,4,21> 
E <0,10> 
G <0,10> 
W 1 1 <1,4,27> 
W 1 280 <1,4,28> 
W 1 702 <0,4,22> 
W 1 52 <0,4,23> 
W 1 30 <1,4,29> 
W 1 0 <1,4,30> 
S <1,4> Used 
W 1 394 <0,4,24> 
S <1,9> Active1 
W 1 8 <1,9,0> 
B <1,13> 
M 1 1147 <1,9,1> 
M 1 1152 <1,9,2> 
M 1 1154 <1,9,3> 
M 1 1160 <1,9,4> 
M 1 1162 <1,9,5> 
M 1 1165 <1,9,6> 
M 1 1167 <1,9,7> 
M 1 1169 <1,9,8> 
M 1 1171 <1,9,9> 
M 1 1172 <1,9,10> 
M 1 1173 <1,9,11> 
M 1 1176 <1,9,12> 
M 1 1177 <1,9,13> 
M 1 393 <1,9,14> 
M 1 187 <1,9,15> 
M 1 119 <1,9,16> 
M 1 288 <1,9,17> 
M 1 170 <1,9,18> 
M 1 175 <1,9,19> 
E <1,13> 
G <1,13> 
W 1 12 <0,4,25> 
W 1 24 <0,4,26> 
W 1 0 <1,9,20> 
W 1 1 <1,9,21> 
W 1 96 <0,4,27> 
W 1 39 <0,4,28> 
W 1 95 <1,9,22> 
W 1 491 <1,9,23> 
W 1 202 <1,9,24> 
W 1 3 <0,4,29> 
W 1 117 <1,9,25> 
W 1 5 <1,9,26> 
W 1 6 <1,9,27> 
W 1 17 <1,9,28> 
W 1 3 <1,9,29> 
W 1 512 <0,4,30> 
S <0,4> Used 
W 1 28 <1,9,30> 
S <1,9> Used 
S <1,13> Active1 
W 1 0 <1,13,0> 
B <1,8> 
M 1 509 <1,13,1> 
M 1 528 <1,13,2> 
M 1 535 <1,13,3> 
M 1 537 <1,13,4> 
M 1 541 <1,13,5> 
M 1 543 <1,13,6> 
M 1 546 <1,13,7> 
M 1 353 <1,13,8> 
M 1 1187 <1,13,9> 
M 1 923 <1,13,10> 
M 1 914 <1,13,11> 
M 1 103 <1,13,12> 
M 1 757 <1,13,13> 
M 1 699 <1,13,14> 
M 1 89 <1,13,15> 
M 1 121 <1,13,16> 
M 1 173 <1,13,17> 
M 1 433 <1,13,18> 
M 1 457 <1,13,19> 
E <1,8> 
G <1,8> 
W 1 0 <1,13,20> 
W 1 1 <1,13,21> 
W 1 5 <1,13,22> 
W 1 63 <1,13,23> 
S <0,7> Active1 
W 1 637 <0,7,0> 
W 1 1 <0,7,1> 
B <0,2> 
M 1 185 <0,7,2> 
M 1 577 <0,7,3> 
M 1 978 <0,7,4> 
M 1 975 <0,7,5> 
M 1 214 <0,7,6> 
M 1 686 <0,7,7> 
M 1 1168 <0,7,8> 
M 1 662 <0,7,9> 
M 1 790 <0,7,10> 
M 1 994 <0,7,11> 
M 1 404 <0,7,12> 
M 1 586 <0,7,13> 
M 1 195 <0,7,14> 
M 1 524 <0,7,15> 
M 1 711 <0,7,16> 
M 1 264 <0,7,17> 
M 1 236 <0,7,18> 
M 1 783 <0,7,19> 
M 1 855 <0,7,20> 
M 1 511 <0,7,21> 
E <0,2> 
G <0,2> 
W 1 978 <1,13,24> 
W 1 207 <1,13,25> 
W 1 227 <0,7,22> 
W 1 1 <0,7,23> 
W 1 0 <1,13,26> 
W 1 1177 <1,13,27> 
W 1 0 <0,7,24> 
W 1 29 <1,13,28> 
W 1 541 <1,13,29> 
W 1 38 <1,13,30> 
S <1,13> Used 
W 1 1 <0,7,25> 
S <1,23> Active1 
W 1 7 <1,23,0> 
B <1,24> 
M 1 270 <1,23,1> 
M 1 952 <1,23,2> 
M 1 351 <1,23,3> 
M 1 1164 <1,23,4> 
M 1 1074 <1,23,5> 
M 1 561 <1,23,6> 
M 1 283 <1,23,7> 
M 1 1064 <1,23,8> 
M 1 497 <1,23,9> 
M 1 690 <1,23,10> 
M 1 838 <1,23,11> 
M 1 181 <1,23,12> 
M 1 160 <1,23,13> 
M 1 440 <1,23,14> 
M 1 736 <1,23,15> 
M 1 660 <1,23,16> 
M 1 240 <1,23,17> 
M 1 391 <1,23,18> 
M 1 194 <1,23,19> 
M 1 217 <1,23,20> 
M 1 554 <1,23,21> 
E <1,24> 
G <1,24> 
W 1 1108 <0,7,26> 
W 1 0 <0,7,27> 
W 1 133 <1,23,22> 
W 1 201 <1,23,23> 
W 1 27 <0,7,28> 
W 1 2 <0,7,29> 
W 1 24 <1,23,24> 
W 1 0 <0,7,30> 
S <0,7> Used 
S <0,10> Active1 
W 1 22 <0,10,0> 
B <0,26> 
M 1 125 <0,10,1> 
M 1 1151 <0,10,2> 
M 1 547 <0,10,3> 
M 1 969 <0,10,4> 
M 1 1126 <0,10,5> 
M 1 887 <0,10,6> 
M 1 856 <0,10,7> 
M 1 777 <0,10,8> 
M 1 860 <0,10,9> 
M 1 587 <0,10,10> 
M 1 252 <0,10,11> 
M 1 755 <0,10,12> 
M 1 246 <0,10,13> 
M 1 714 <0,10,14> 
M 1 50 <0,10,15> 
M 1 472 <0,10,16> 
M 1 520 <0,10,17> 
M 1 356 <0,10,18> 
M 1 132 <0,10,19> 
M 1 11 <0,10,20> 
E <0,26> 
G <0,26> 
W 1 295 <1,23,25> 
W 1 0 <1,23,26> 
W 1 192 <0,10,21> 
W 1 0 <0,10,22> 
W 1 4 <1,23,27> 
W 1 116 <1,23,28> 
W 1 903 <0,10,23> 
W 1 185 <1,23,29> 
W 1 214 <0,10,24> 
W 1 146 <0,10,25> 
W 1 3 <1,23,30> 
S <1,23> Used 
W 1 6 <0,10,26> 
S <1,24> Active1 
W 1 4 <1,24,0> 
B <1,17> 
M 1 722 <1,24,1> 
M 1 778 <1,24,2> 
M 1 779 <1,24,3> 
M 1 781 <1,24,4> 
M 1 789 <1,24,5> 
M 1 794 <1,24,6> 
M 1 798 <1,24,7> 
M 1 805 <1,24,8> 
M 1 390 <1,24,9> 
M 1 363 <1,24,10> 
M 1 773 <1,24,11> 
M 1 310 <1,24,12> 
M 1 691 <1,24,13> 
M 1 431 <1,24,14> 
M 1 69 <1,24,15> 
M 1 34 <1,24,16> 
M 1 90 <1,24,17> 
M 1 184 <1,24,18> 
M 1 247 <1,24,19> 
E <1,17> 
G <1,17> 
W 1 1078 <1,24,20> 
W 1 5 <1,24,21> 
W 1 66 <0,10,27> 
W 1 0 <0,10,28> 
W 1 0 <1,24,22> 
W 1 143 <1,24,23> 
W 1 1 <0,10,29> 
W 1 234 <0,10,30> 
S <0,10> Used 
W 1 129 <1,24,24> 
S <0,12> Active1 
W 1 126 <0,12,0> 
B <0,0> 
M 1 932 <0,12,1> 
M 1 940 <0,12,2> 
M 1 943 <0,12,3> 
M 1 948 <0,12,4> 
M 1 954 <0,12,5> 
M 1 958 <0,12,6> 
M 1 959 <0,12,7> 
M 1 960 <0,12,8> 
M 1 540 <0,12,9> 
M 1 709 <0,12,10> 
M 1 938 <0,12,11> 
M 1 411 <0,12,12> 
M 1 689 <0,12,13> 
M 1 199 <0,12,14> 
M 1 1089 <0,12,15> 
M 1 67 <0,12,16> 
M 1 413 <0,12,17> 
M 1 484 <0,12,18> 
M 1 965 <0,12,19> 
E <0,0> 
G <0,0> 
W 1 10 <1,24,25> 
W 1 1105 <1,24,26> 
W 1 18 <1,24,27> 
W 1 347 <1,24,28> 
W 1 1 <1,24,29> 
W 1 0 <1,24,30> 
S <1,24> Used 
W 1 0 <0,12,20> 
S <1,25> Active1 
W 1 16 <1,25,0> 
B <1,16> 
M 1 154 <1,25,1> 
M 1 557 <1,25,2> 
M 1 551 <1,25,3> 
M 1 365 <1,25,4> 
M 1 634 <1,25,5> 
M 1 759 <1,25,6> 
M 1 542 <1,25,7> 
M 1 1093 <1,25,8> 
M 1 150 <1,25,9> 
M 1 797 <1,25,10> 
M 1 730 <1,25,11> 
M 1 142 <1,25,12> 
M 1 382 <1,25,13> 
M 1 815 <1,25,14> 
M 1 219 <1,25,15> 
M 1 1114 <1,25,16> 
M 1 367 <1,25,17> 
M 1 215 <1,25,18> 
M 1 277 <1,25,19> 
M 1 186 <1,25,20> 
E <1,16> 
G <1,16> 
W 1 3 <0,12,21> 
W 1 78 <0,12,22> 
W 1 7 <1,25,21> 
W 1 579 <1,25,22> 
W 1 1 <1,25,23> 
W 1 221 <1,25,24> 
W 1 3 <1,25,25> 
W 1 279 <0,12,23> 
W 1 0 <1,25,26> 
W 1 4 <0,12,24> 
W 1 95 <1,25,27> 
W 1 28 <1,25,28> 
W 1 490 <1,25,29> 
W 1 4 <0,12,25> 
W 1 0 <1,25,30> 
S <1,25> Used 
W 1 2 <0,12,26> 
S <1,8> Active1 
W 1 448 <1,8,0> 
B <1,11> 
M 1 700 <1,8,1> 
M 1 765 <1,8,2> 
M 1 973 <1,8,3> 
M 1 889 <1,8,4> 
M 1 609 <1,8,5> 
M 1 641 <1,8,6> 
M 1 1127 <1,8,7> 
M 1 323 <1,8,8> 
M 1 1015 <1,8,9> 
M 1 976 <1,8,10> 
M 1 751 <1,8,11> 
M 1 372 <1,8,12> 
M 1 111 <1,8,13> 
M 1 1131 <1,8,14> 
M 1 130 <1,8,15> 
M 1 245 <1,8,16> 
M 1 106 <1,8,17> 
M 1 1038 <1,8,18> 
M 1 147 <1,8,19> 
M 1 242 <1,8,20> 
E <1,11> 
G <1,11> 
W 1 30 <0,12,27> 
W 1 68 <0,12,28> 
W 1 683 <1,8,21> 
W 1 5 <1,8,22> 
W 1 556 <1,8,23> 
W 1 82 <1,8,24> 
W 1 5 <1,8,25> 
W 1 1 <1,8,26> 
W 1 508 <1,8,27> 
W 1 38 <0,12,29> 
W 1 922 <1,8,28> 
W 1 2 <1,8,29> 
W 1 7 <0,12,30> 
S <0,12> Used 
W 1 268 <1,8,30> 
S <1,8> Used 
S <0,26> Active1 
W 1 20 <0,26,0> 
B <0,27> 
M 1 555 <0,26,1> 
M 1 349 <0,26,2> 
M 1 380 <0,26,3> 
M 1 934 <0,26,4> 
M 1 1174 <0,26,5> 
M 1 617 <0,26,6> 
M 1 971 <0,26,7> 
M 1 118 <0,26,8> 
M 1 845 <0,26,9> 
M 1 1170 <0,26,10> 
M 1 276 <0,26,11> 
M 1 562 <0,26,12> 
M 1 990 <0,26,13> 
M 1 774 <0,26,14> 
M 1 1184 <0,26,15> 
M 1 937 <0,26,16> 
M 1 1153 <0,26,17> 
M 1 407 <0,26,18> 
M 1 171 <0,26,19> 
M 1 1076 <0,26,20> 
M 1 32 <0,26,21> 
E <0,27> 
G <0,27> 
S <1,11> Active1 
W 1 54 <1,11,0> 
W 1 127 <1,11,1> 
B <1,4> 
M 1 1019 <1,11,2> 
M 1 993 <1,11,3> 
M 1 417 <1,11,4> 
M 1 523 <1,11,5> 
M 1 717 <1,11,6> 
M 1 1193 <1,11,7> 
M 1 581 <1,11,8> 
M 1 925 <1,11,9> 
M 1 1059 <1,11,10> 
M 1 318 <1,11,11> 
M 1 305 <1,11,12> 
M 1 294 <1,11,13> 
M 1 829 <1,11,14> 
M 1 486 <1,11,15> 
M 1 386 <1,11,16> 
M 1 64 <1,11,17> 
M 1 538 <1,11,18> 
M 1 85 <1,11,19> 
M 1 280 <1,11,20> 
E <1,4> 
G <1,4> 
W 1 81 <0,26,22> 
W 1 584 <0,26,23> 
W 1 1190 <0,26,24> 
W 1 370 <0,26,25> 
W 1 46 <0,26,26> 
W 1 206 <0,26,27> 
