#SSD VISUALIZATION MODE TRACE: 2 PLANES X 32 BLOCKS X 32 PAGES
#Output from DiskSim execution of ReusableSSD
#Input is a Zipf workload with alpha=1, accessing 1200 logical pages.
#Resources
# DiskSim and SSD extension: 
#  http://www.pdl.cmu.edu/DiskSim/
# Zipf workload generator in C:
#  http://www.csee.usf.edu/~christen/tools/genzipf.c
# ReusableSSD paper: 
#  https://www.usenix.org/conference/fast15/technical-sessions/presentation/yadgar
S <0,0> Active1 
M 1 1151 <0,10,2> 
M 1 547 <0,10,3> 
M 1 969 <0,10,4> 
M 1 887 <0,10,5> 
M 1 856 <0,10,6> 
M 1 860 <0,10,7> 
M 1 246 <0,10,8> 
M 1 714 <0,10,9> 
M 1 903 <0,10,10> 
M 1 146 <0,10,11> 
M 1 470 <0,10,12> 
M 1 346 <0,10,13> 
M 1 828 <0,10,14> 
M 1 366 <0,10,15> 
M 1 1071 <0,10,16> 
M 1 359 <0,10,17> 
M 1 191 <0,10,18> 
M 1 83 <0,10,19> 
M 1 158 <0,10,20> 
M 1 593 <0,10,21> 
E <0,1> 
G <0,1> 
W 1 132 <0,10,22> 
W 1 175 <0,10,23> 
W 1 342 <1,12,26> 
W 1 0 <1,12,27> 
W 1 0 <0,10,24> 
W 1 1043 <0,10,25> 
W 1 273 <1,12,28> 
W 1 13 <0,10,26> 
W 1 699 <1,12,29> 
W 1 15 <1,12,30> 
S <1,12> Used 
W 1 164 <0,10,27> 
S <1,17> Active1 
W 1 12 <1,17,0> 
B <1,2> 
M 1 381 <1,17,1> 
M 1 899 <1,17,2> 
M 1 910 <1,17,3> 
M 1 913 <1,17,4> 
M 1 920 <1,17,5> 
M 1 926 <1,17,6> 
M 1 929 <1,17,7> 
M 1 312 <1,17,8> 
M 1 788 <1,17,9> 
M 1 1128 <1,17,10> 
M 1 479 <1,17,11> 
M 1 823 <1,17,12> 
M 1 341 <1,17,13> 
M 1 945 <1,17,14> 
M 1 694 <1,17,15> 
M 1 895 <1,17,16> 
M 1 327 <1,17,17> 
M 1 896 <1,17,18> 
M 1 638 <1,17,19> 
M 1 787 <1,17,20> 
E <1,2> 
G <1,2> 
W 1 0 <0,10,28> 
W 1 0 <0,10,29> 
W 1 1 <0,10,30> 
S <0,10> Used 
S <0,1> Active1 
W 1 0 <0,1,0> 
W 1 11 <0,1,1> 
B <0,29> 
M 1 419 <0,1,2> 
M 1 764 <0,1,3> 
M 1 513 <0,1,4> 
M 1 628 <0,1,5> 
M 1 1006 <0,1,6> 
M 1 930 <0,1,7> 
M 1 799 <0,1,8> 
M 1 650 <0,1,9> 
M 1 354 <0,1,10> 
M 1 808 <0,1,11> 
M 1 1001 <0,1,12> 
M 1 492 <0,1,13> 
M 1 901 <0,1,14> 
M 1 718 <0,1,15> 
M 1 949 <0,1,16> 
M 1 1068 <0,1,17> 
M 1 242 <0,1,18> 
M 1 795 <0,1,19> 
M 1 1090 <0,1,20> 
M 1 113 <0,1,21> 
M 1 916 <0,1,22> 
M 1 134 <0,1,23> 
E <0,29> 
G <0,29> 
W 1 1 <1,17,21> 
W 1 0 <1,17,22> 
W 1 21 <0,1,24> 
W 1 226 <0,1,25> 
W 1 9 <0,1,26> 
W 1 59 <0,1,27> 
W 1 0 <0,1,28> 
W 1 80 <0,1,29> 
W 1 167 <1,17,23> 
W 1 27 <1,17,24> 
W 1 42 <1,17,25> 
W 1 0 <0,1,30> 
S <0,1> Used 
W 1 2 <1,17,26> 
S <0,2> Active1 
W 1 134 <0,2,0> 
B <0,12> 
M 1 55 <0,2,1> 
M 1 747 <0,2,2> 
M 1 975 <0,2,3> 
M 1 1168 <0,2,4> 
M 1 586 <0,2,5> 
M 1 783 <0,2,6> 
M 1 855 <0,2,7> 
M 1 1051 <0,2,8> 
M 1 791 <0,2,9> 
M 1 370 <0,2,10> 
M 1 477 <0,2,11> 
M 1 46 <0,2,12> 
M 1 168 <0,2,13> 
M 1 319 <0,2,14> 
M 1 824 <0,2,15> 
M 1 1094 <0,2,16> 
M 1 247 <0,2,17> 
M 1 382 <0,2,18> 
M 1 54 <0,2,19> 
M 1 529 <0,2,20> 
M 1 26 <0,2,21> 
E <0,12> 
G <0,12> 
W 1 403 <1,17,27> 
W 1 84 <1,17,28> 
W 1 650 <0,2,22> 
W 1 201 <0,2,23> 
W 1 10 <1,17,29> 
W 1 133 <1,17,30> 
S <1,17> Used 
W 1 2 <0,2,24> 
W 1 114 <0,2,25> 
S <1,23> Active1 
W 1 952 <1,23,0> 
B <1,1> 
M 1 119 <1,23,1> 
M 1 188 <1,23,2> 
M 1 722 <1,23,3> 
M 1 778 <1,23,4> 
M 1 779 <1,23,5> 
M 1 781 <1,23,6> 
M 1 789 <1,23,7> 
M 1 794 <1,23,8> 
M 1 798 <1,23,9> 
M 1 363 <1,23,10> 
M 1 773 <1,23,11> 
M 1 691 <1,23,12> 
M 1 69 <1,23,13> 
M 1 184 <1,23,14> 
M 1 1078 <1,23,15> 
M 1 193 <1,23,16> 
M 1 302 <1,23,17> 
M 1 82 <1,23,18> 
M 1 210 <1,23,19> 
M 1 137 <1,23,20> 
E <1,1> 
G <1,1> 
W 1 6 <0,2,26> 
W 1 191 <0,2,27> 
W 1 41 <1,23,21> 
W 1 3 <1,23,22> 
W 1 256 <0,2,28> 
W 1 357 <0,2,29> 
W 1 0 <1,23,23> 
W 1 111 <0,2,30> 
S <0,2> Used 
W 1 37 <1,23,24> 
S <0,3> Active1 
W 1 54 <0,3,0> 
B <0,24> 
M 1 460 <0,3,1> 
M 1 826 <0,3,2> 
M 1 999 <0,3,3> 
M 1 892 <0,3,4> 
M 1 1191 <0,3,5> 
M 1 271 <0,3,6> 
M 1 502 <0,3,7> 
M 1 1013 <0,3,8> 
M 1 708 <0,3,9> 
M 1 812 <0,3,10> 
M 1 1158 <0,3,11> 
M 1 946 <0,3,12> 
M 1 967 <0,3,13> 
M 1 1175 <0,3,14> 
M 1 334 <0,3,15> 
M 1 866 <0,3,16> 
M 1 181 <0,3,17> 
M 1 1167 <0,3,18> 
M 1 512 <0,3,19> 
M 1 311 <0,3,20> 
M 1 1188 <0,3,21> 
E <0,24> 
G <0,24> 
W 1 0 <1,23,25> 
W 1 12 <1,23,26> 
W 1 0 <0,3,22> 
W 1 16 <0,3,23> 
W 1 388 <1,23,27> 
W 1 63 <1,23,28> 
W 1 1 <0,3,24> 
W 1 10 <1,23,29> 
W 1 1 <0,3,25> 
W 1 460 <1,23,30> 
S <1,23> Used 
W 1 606 <0,3,26> 
W 1 826 <0,3,27> 
W 1 73 <0,3,28> 
W 1 189 <0,3,29> 
W 1 0 <0,3,30> 
S <0,3> Used 
S <0,12> Active1 
W 1 11 <0,12,0> 
B <0,16> 
M 1 1055 <0,12,1> 
M 1 499 <0,12,2> 
M 1 1016 <0,12,3> 
M 1 1159 <0,12,4> 
M 1 1163 <0,12,5> 
M 1 785 <0,12,6> 
M 1 880 <0,12,7> 
M 1 740 <0,12,8> 
M 1 1136 <0,12,9> 
M 1 631 <0,12,10> 
M 1 627 <0,12,11> 
M 1 498 <0,12,12> 
M 1 589 <0,12,13> 
M 1 364 <0,12,14> 
M 1 155 <0,12,15> 
M 1 176 <0,12,16> 
M 1 240 <0,12,17> 
M 1 323 <0,12,18> 
M 1 1106 <0,12,19> 
M 1 102 <0,12,20> 
M 1 154 <0,12,21> 
E <0,16> 
G <0,16> 
W 1 20 <0,12,22> 
W 1 9 <0,12,23> 
W 1 171 <0,12,24> 
W 1 61 <0,12,25> 
S <1,1> Active1 
W 1 4 <1,1,0> 
W 1 0 <1,1,1> 
B <1,27> 
M 1 733 <1,1,2> 
M 1 206 <1,1,3> 
M 1 386 <1,1,4> 
M 1 1074 <1,1,5> 
M 1 1064 <1,1,6> 
M 1 690 <1,1,7> 
M 1 838 <1,1,8> 
M 1 440 <1,1,9> 
M 1 660 <1,1,10> 
M 1 295 <1,1,11> 
M 1 306 <1,1,12> 
M 1 813 <1,1,13> 
M 1 549 <1,1,14> 
M 1 619 <1,1,15> 
M 1 1142 <1,1,16> 
M 1 558 <1,1,17> 
M 1 252 <1,1,18> 
M 1 927 <1,1,19> 
M 1 202 <1,1,20> 
M 1 919 <1,1,21> 
M 1 78 <1,1,22> 
E <1,27> 
G <1,27> 
W 1 64 <0,12,26> 
W 1 340 <0,12,27> 
W 1 6 <1,1,23> 
W 1 251 <1,1,24> 
W 1 0 <0,12,28> 
W 1 52 <0,12,29> 
W 1 14 <1,1,25> 
W 1 681 <1,1,26> 
W 1 214 <0,12,30> 
S <0,12> Used 
W 1 0 <1,1,27> 
S <0,16> Active1 
W 1 141 <0,16,0> 
B <0,26> 
M 1 497 <0,16,1> 
M 1 463 <0,16,2> 
M 1 870 <0,16,3> 
M 1 198 <0,16,4> 
M 1 437 <0,16,5> 
M 1 936 <0,16,6> 
M 1 516 <0,16,7> 
M 1 299 <0,16,8> 
M 1 322 <0,16,9> 
M 1 384 <0,16,10> 
M 1 1023 <0,16,11> 
M 1 424 <0,16,12> 
M 1 264 <0,16,13> 
M 1 474 <0,16,14> 
M 1 156 <0,16,15> 
M 1 804 <0,16,16> 
M 1 115 <0,16,17> 
M 1 514 <0,16,18> 
M 1 797 <0,16,19> 
M 1 397 <0,16,20> 
M 1 1053 <0,16,21> 
E <0,26> 
G <0,26> 
W 1 95 <1,1,28> 
W 1 12 <1,1,29> 
W 1 2 <0,16,22> 
W 1 17 <0,16,23> 
W 1 1 <1,1,30> 
S <1,1> Used 
S <1,2> Active1 
W 1 32 <1,2,0> 
B <1,3> 
M 1 117 <1,2,1> 
M 1 596 <1,2,2> 
M 1 438 <1,2,3> 
M 1 1156 <1,2,4> 
M 1 1145 <1,2,5> 
M 1 924 <1,2,6> 
M 1 807 <1,2,7> 
M 1 459 <1,2,8> 
M 1 669 <1,2,9> 
M 1 330 <1,2,10> 
M 1 552 <1,2,11> 
M 1 272 <1,2,12> 
M 1 726 <1,2,13> 
M 1 550 <1,2,14> 
M 1 110 <1,2,15> 
M 1 369 <1,2,16> 
M 1 266 <1,2,17> 
M 1 160 <1,2,18> 
M 1 353 <1,2,19> 
E <1,3> 
G <1,3> 
W 1 6 <0,16,24> 
W 1 140 <0,16,25> 
W 1 1 <1,2,20> 
W 1 13 <1,2,21> 
W 1 470 <0,16,26> 
W 1 2 <0,16,27> 
W 1 476 <0,16,28> 
W 1 269 <0,16,29> 
W 1 30 <0,16,30> 
S <0,16> Used 
W 1 34 <1,2,22> 
S <0,24> Active1 
W 1 0 <0,24,0> 
B <0,14> 
M 1 608 <0,24,1> 
M 1 290 <0,24,2> 
M 1 427 <0,24,3> 
M 1 339 <0,24,4> 
M 1 801 <0,24,5> 
M 1 1060 <0,24,6> 
M 1 1054 <0,24,7> 
M 1 734 <0,24,8> 
M 1 739 <0,24,9> 
M 1 494 <0,24,10> 
M 1 749 <0,24,11> 
M 1 426 <0,24,12> 
M 1 1096 <0,24,13> 
M 1 754 <0,24,14> 
M 1 553 <0,24,15> 
M 1 259 <0,24,16> 
M 1 441 <0,24,17> 
M 1 454 <0,24,18> 
M 1 683 <0,24,19> 
M 1 536 <0,24,20> 
M 1 632 <0,24,21> 
E <0,14> 
G <0,14> 
W 1 3 <1,2,23> 
W 1 174 <1,2,24> 
W 1 72 <1,2,25> 
W 1 0 <1,2,26> 
W 1 8 <0,24,22> 
W 1 557 <0,24,23> 
W 1 239 <1,2,27> 
W 1 210 <1,2,28> 
W 1 101 <1,2,29> 
W 1 57 <1,2,30> 
S <1,2> Used 
S <1,3> Active1 
W 1 699 <1,3,0> 
B <1,9> 
M 1 684 <1,3,1> 
M 1 585 <1,3,2> 
M 1 864 <1,3,3> 
M 1 839 <1,3,4> 
M 1 449 <1,3,5> 
M 1 519 <1,3,6> 
M 1 1195 <1,3,7> 
M 1 1010 <1,3,8> 
M 1 1020 <1,3,9> 
M 1 467 <1,3,10> 
M 1 1092 <1,3,11> 
M 1 569 <1,3,12> 
M 1 1061 <1,3,13> 
M 1 282 <1,3,14> 
M 1 701 <1,3,15> 
M 1 737 <1,3,16> 
M 1 77 <1,3,17> 
M 1 1190 <1,3,18> 
M 1 431 <1,3,19> 
M 1 831 <1,3,20> 
E <1,9> 
G <1,9> 
W 1 1093 <1,3,21> 
W 1 0 <1,3,22> 
W 1 11 <1,3,23> 
W 1 667 <1,3,24> 
W 1 465 <1,3,25> 
W 1 6 <1,3,26> 
W 1 30 <0,24,24> 
W 1 0 <1,3,27> 
W 1 10 <0,24,25> 
W 1 44 <1,3,28> 
W 1 55 <0,24,26> 
W 1 14 <1,3,29> 
W 1 0 <0,24,27> 
W 1 661 <1,3,30> 
S <1,3> Used 
S <1,8> Active1 
W 1 349 <1,8,0> 
B <1,25> 
M 1 406 <1,8,1> 
M 1 1147 <1,8,2> 
M 1 1154 <1,8,3> 
M 1 1160 <1,8,4> 
M 1 1162 <1,8,5> 
M 1 1165 <1,8,6> 
M 1 1169 <1,8,7> 
M 1 1171 <1,8,8> 
M 1 1173 <1,8,9> 
M 1 1176 <1,8,10> 
M 1 491 <1,8,11> 
M 1 859 <1,8,12> 
M 1 310 <1,8,13> 
M 1 711 <1,8,14> 
M 1 763 <1,8,15> 
M 1 303 <1,8,16> 
M 1 480 <1,8,17> 
M 1 884 <1,8,18> 
M 1 38 <1,8,19> 
M 1 615 <1,8,20> 
E <1,25> 
G <1,25> 
W 1 237 <0,24,28> 
W 1 13 <0,24,29> 
W 1 7 <1,8,21> 
W 1 47 <1,8,22> 
W 1 0 <0,24,30> 
S <0,24> Used 
W 1 0 <1,8,23> 
S <0,26> Active1 
W 1 0 <0,26,0> 
B <0,8> 
M 1 135 <0,26,1> 
M 1 1107 <0,26,2> 
M 1 253 <0,26,3> 
M 1 1018 <0,26,4> 
M 1 1085 <0,26,5> 
M 1 385 <0,26,6> 
M 1 1029 <0,26,7> 
M 1 988 <0,26,8> 
M 1 522 <0,26,9> 
M 1 994 <0,26,10> 
M 1 318 <0,26,11> 
M 1 285 <0,26,12> 
M 1 280 <0,26,13> 
M 1 248 <0,26,14> 
M 1 144 <0,26,15> 
M 1 70 <0,26,16> 
M 1 652 <0,26,17> 
M 1 293 <0,26,18> 
M 1 65 <0,26,19> 
M 1 75 <0,26,20> 
M 1 199 <0,26,21> 
E <0,8> 
G <0,8> 
W 1 30 <1,8,24> 
W 1 12 <1,8,25> 
W 1 33 <0,26,22> 
W 1 0 <0,26,23> 
W 1 1 <0,26,24> 
W 1 1 <1,8,26> 
W 1 0 <1,8,27> 
W 1 56 <0,26,25> 
W 1 98 <0,26,26> 
W 1 0 <0,26,27> 
W 1 23 <1,8,28> 
W 1 78 <0,26,28> 
W 1 0 <1,8,29> 
W 1 46 <0,26,29> 
W 1 891 <0,26,30> 
S <0,26> Used 
S <0,29> Active1 
W 1 979 <0,29,0> 
B <0,6> 
M 1 97 <0,29,1> 
M 1 875 <0,29,2> 
M 1 682 <0,29,3> 
M 1 688 <0,29,4> 
M 1 692 <0,29,5> 
M 1 657 <0,29,6> 
M 1 719 <0,29,7> 
M 1 720 <0,29,8> 
M 1 956 <0,29,9> 
M 1 992 <0,29,10> 
M 1 471 <0,29,11> 
M 1 663 <0,29,12> 
M 1 517 <0,29,13> 
M 1 879 <0,29,14> 
M 1 368 <0,29,15> 
M 1 1116 <0,29,16> 
M 1 524 <0,29,17> 
M 1 238 <0,29,18> 
M 1 393 <0,29,19> 
M 1 177 <0,29,20> 
E <0,6> 
G <0,6> 
W 1 33 <1,8,30> 
S <1,8> Used 
W 1 33 <0,29,21> 
W 1 12 <0,29,22> 
S <1,9> Active1 
W 1 4 <1,9,0> 
W 1 0 <1,9,1> 
B <1,18> 
M 1 219 <1,9,2> 
M 1 551 <1,9,3> 
M 1 634 <1,9,4> 
M 1 759 <1,9,5> 
M 1 542 <1,9,6> 
M 1 815 <1,9,7> 
M 1 367 <1,9,8> 
M 1 215 <1,9,9> 
M 1 579 <1,9,10> 
M 1 1126 <1,9,11> 
M 1 281 <1,9,12> 
M 1 211 <1,9,13> 
M 1 577 <1,9,14> 
M 1 713 <1,9,15> 
M 1 225 <1,9,16> 
M 1 153 <1,9,17> 
M 1 564 <1,9,18> 
M 1 123 <1,9,19> 
M 1 987 <1,9,20> 
M 1 630 <1,9,21> 
E <1,18> 
G <1,18> 
W 1 1 <1,9,22> 
W 1 6 <1,9,23> 
W 1 98 <1,9,24> 
W 1 301 <1,9,25> 
W 1 13 <0,29,23> 
W 1 129 <0,29,24> 
W 1 0 <1,9,26> 
W 1 1 <1,9,27> 
W 1 246 <1,9,28> 
W 1 4 <0,29,25> 
W 1 1 <1,9,29> 
W 1 98 <1,9,30> 
S <1,9> Used 
S <1,18> Active1 
W 1 195 <1,18,0> 
B <1,14> 
M 1 99 <1,18,1> 
M 1 842 <1,18,2> 
M 1 578 <1,18,3> 
M 1 843 <1,18,4> 
M 1 1046 <1,18,5> 
M 1 574 <1,18,6> 
M 1 1179 <1,18,7> 
M 1 599 <1,18,8> 
M 1 278 <1,18,9> 
M 1 833 <1,18,10> 
M 1 816 <1,18,11> 
M 1 435 <1,18,12> 
M 1 527 <1,18,13> 
M 1 411 <1,18,14> 
M 1 496 <1,18,15> 
M 1 508 <1,18,16> 
M 1 157 <1,18,17> 
M 1 66 <1,18,18> 
M 1 107 <1,18,19> 
M 1 187 <1,18,20> 
E <1,14> 
G <1,14> 
W 1 710 <1,18,21> 
W 1 25 <1,18,22> 
W 1 21 <0,29,26> 
W 1 3 <0,29,27> 
W 1 680 <1,18,23> 
W 1 246 <1,18,24> 
W 1 0 <1,18,25> 
W 1 10 <1,18,26> 
W 1 1 <0,29,28> 
W 1 305 <1,18,27> 
W 1 5 <0,29,29> 
W 1 231 <1,18,28> 
W 1 17 <1,18,29> 
W 1 8 <0,29,30> 
S <0,29> Used 
W 1 471 <1,18,30> 
S <1,18> Used 
S <0,6> Active1 
W 1 0 <0,6,0> 
B <0,7> 
M 1 1141 <0,6,1> 
M 1 1182 <0,6,2> 
M 1 1183 <0,6,3> 
M 1 1192 <0,6,4> 
M 1 1197 <0,6,5> 
M 1 1200 <0,6,6> 
M 1 1201 <0,6,7> 
M 1 1202 <0,6,8> 
M 1 1203 <0,6,9> 
M 1 1204 <0,6,10> 
M 1 1205 <0,6,11> 
M 1 1206 <0,6,12> 
M 1 1207 <0,6,13> 
M 1 1208 <0,6,14> 
M 1 827 <0,6,15> 
M 1 1027 <0,6,16> 
M 1 931 <0,6,17> 
M 1 265 <0,6,18> 
M 1 745 <0,6,19> 
M 1 633 <0,6,20> 
M 1 625 <0,6,21> 
E <0,7> 
G <0,7> 
S <1,25> Active1 
W 1 1 <1,25,0> 
W 1 16 <1,25,1> 
B <1,7> 
M 1 983 <1,25,2> 
M 1 1025 <1,25,3> 
M 1 1028 <1,25,4> 
M 1 1031 <1,25,5> 
M 1 1033 <1,25,6> 
M 1 1034 <1,25,7> 
M 1 1035 <1,25,8> 
M 1 1037 <1,25,9> 
M 1 1047 <1,25,10> 
M 1 1048 <1,25,11> 
M 1 1199 <1,25,12> 
M 1 289 <1,25,13> 
M 1 478 <1,25,14> 
M 1 131 <1,25,15> 
M 1 568 <1,25,16> 
M 1 421 <1,25,17> 
M 1 554 <1,25,18> 
M 1 1040 <1,25,19> 
M 1 407 <1,25,20> 
M 1 224 <1,25,21> 
E <1,7> 
G <1,7> 
W 1 1 <0,6,22> 
W 1 140 <0,6,23> 
W 1 287 <0,6,24> 
W 1 50 <0,6,25> 
W 1 43 <1,25,22> 
W 1 412 <1,25,23> 
W 1 84 <0,6,26> 
W 1 0 <0,6,27> 
W 1 1 <1,25,24> 
W 1 86 <1,25,25> 
W 1 6 <0,6,28> 
W 1 114 <0,6,29> 
W 1 144 <1,25,26> 
W 1 280 <0,6,30> 
S <0,6> Used 
S <0,7> Active1 
W 1 2 <0,7,0> 
B <0,23> 
M 1 932 <0,7,1> 
M 1 943 <0,7,2> 
M 1 948 <0,7,3> 
M 1 954 <0,7,4> 
M 1 958 <0,7,5> 
M 1 959 <0,7,6> 
M 1 960 <0,7,7> 
M 1 540 <0,7,8> 
M 1 709 <0,7,9> 
M 1 938 <0,7,10> 
M 1 689 <0,7,11> 
M 1 1089 <0,7,12> 
M 1 413 <0,7,13> 
M 1 484 <0,7,14> 
M 1 965 <0,7,15> 
M 1 230 <0,7,16> 
M 1 1097 <0,7,17> 
M 1 942 <0,7,18> 
M 1 695 <0,7,19> 
M 1 379 <0,7,20> 
M 1 1082 <0,7,21> 
E <0,23> 
G <0,23> 
W 1 338 <0,7,22> 
W 1 547 <0,7,23> 
W 1 0 <1,25,27> 
W 1 443 <1,25,28> 
W 1 7 <0,7,24> 
W 1 172 <0,7,25> 
W 1 470 <0,7,26> 
W 1 723 <0,7,27> 
W 1 19 <0,7,28> 
W 1 13 <0,7,29> 
W 1 290 <0,7,30> 
S <0,7> Used 
S <0,8> Active1 
W 1 591 <0,8,0> 
B <0,4> 
M 1 186 <0,8,1> 
M 1 624 <0,8,2> 
M 1 436 <0,8,3> 
M 1 429 <0,8,4> 
M 1 874 <0,8,5> 
M 1 1111 <0,8,6> 
M 1 257 <0,8,7> 
M 1 728 <0,8,8> 
M 1 394 <0,8,9> 
M 1 196 <0,8,10> 
M 1 731 <0,8,11> 
M 1 1110 <0,8,12> 
M 1 112 <0,8,13> 
M 1 928 <0,8,14> 
M 1 702 <0,8,15> 
M 1 447 <0,8,16> 
M 1 405 <0,8,17> 
M 1 373 <0,8,18> 
M 1 48 <0,8,19> 
M 1 35 <0,8,20> 
E <0,4> 
G <0,4> 
W 1 22 <1,25,29> 
W 1 298 <1,25,30> 
S <1,25> Used 
W 1 473 <0,8,21> 
W 1 237 <0,8,22> 
S <1,27> Active1 
W 1 583 <1,27,0> 
W 1 0 <1,27,1> 
B <1,4> 
M 1 404 <1,27,2> 
M 1 721 <1,27,3> 
M 1 724 <1,27,4> 
M 1 1011 <1,27,5> 
M 1 621 <1,27,6> 
M 1 314 <1,27,7> 
M 1 862 <1,27,8> 
M 1 1026 <1,27,9> 
M 1 685 <1,27,10> 
M 1 1000 <1,27,11> 
M 1 560 <1,27,12> 
M 1 908 <1,27,13> 
M 1 482 <1,27,14> 
M 1 331 <1,27,15> 
M 1 222 <1,27,16> 
M 1 762 <1,27,17> 
M 1 235 <1,27,18> 
M 1 320 <1,27,19> 
M 1 249 <1,27,20> 
E <1,4> 
G <1,4> 
W 1 10 <0,8,23> 
W 1 2 <0,8,24> 
W 1 178 <1,27,21> 
W 1 514 <1,27,22> 
W 1 859 <0,8,25> 
W 1 65 <0,8,26> 
W 1 112 <1,27,23> 
W 1 769 <0,8,27> 
W 1 943 <0,8,28> 
W 1 18 <0,8,29> 
W 1 12 <1,27,24> 
W 1 10 <0,8,30> 
S <0,8> Used 
S <0,14> Active1 
W 1 3 <0,14,0> 
B <0,22> 
M 1 401 <0,14,1> 
M 1 953 <0,14,2> 
M 1 1073 <0,14,3> 
M 1 636 <0,14,4> 
M 1 595 <0,14,5> 
M 1 647 <0,14,6> 
M 1 218 <0,14,7> 
M 1 735 <0,14,8> 
M 1 940 <0,14,9> 
M 1 432 <0,14,10> 
M 1 139 <0,14,11> 
M 1 806 <0,14,12> 
M 1 362 <0,14,13> 
M 1 970 <0,14,14> 
M 1 976 <0,14,15> 
M 1 260 <0,14,16> 
M 1 533 <0,14,17> 
M 1 673 <0,14,18> 
M 1 68 <0,14,19> 
M 1 321 <0,14,20> 
M 1 263 <0,14,21> 
E <0,22> 
G <0,22> 
W 1 25 <0,14,22> 
W 1 0 <0,14,23> 
W 1 1056 <1,27,25> 
W 1 13 <1,27,26> 
W 1 1 <0,14,24> 
W 1 584 <0,14,25> 
W 1 7 <1,27,27> 
W 1 10 <0,14,26> 
W 1 8 <0,14,27> 
W 1 14 <0,14,28> 
W 1 84 <1,27,28> 
W 1 73 <0,14,29> 
W 1 784 <0,14,30> 
S <0,14> Used 
W 1 0 <1,27,29> 
S <0,22> Active1 
W 1 1060 <0,22,0> 
B <0,9> 
M 1 328 <0,22,1> 
M 1 881 <0,22,2> 
M 1 571 <0,22,3> 
M 1 651 <0,22,4> 
M 1 1050 <0,22,5> 
M 1 678 <0,22,6> 
M 1 869 <0,22,7> 
M 1 410 <0,22,8> 
M 1 848 <0,22,9> 
M 1 504 <0,22,10> 
M 1 1127 <0,22,11> 
M 1 392 <0,22,12> 
M 1 511 <0,22,13> 
M 1 204 <0,22,14> 
M 1 446 <0,22,15> 
M 1 166 <0,22,16> 
M 1 104 <0,22,17> 
M 1 507 <0,22,18> 
M 1 94 <0,22,19> 
M 1 126 <0,22,20> 
E <0,9> 
G <0,9> 
W 1 0 <0,22,21> 
W 1 134 <0,22,22> 
W 1 553 <1,27,30> 
S <1,27> Used 
S <1,4> Active1 
W 1 1 <1,4,0> 
B <1,16> 
M 1 148 <1,4,1> 
M 1 675 <1,4,2> 
M 1 679 <1,4,3> 
M 1 565 <1,4,4> 
M 1 643 <1,4,5> 
M 1 900 <1,4,6> 
M 1 639 <1,4,7> 
M 1 1146 <1,4,8> 
M 1 602 <1,4,9> 
M 1 250 <1,4,10> 
M 1 185 <1,4,11> 
M 1 561 <1,4,12> 
M 1 1164 <1,4,13> 
M 1 1115 <1,4,14> 
M 1 506 <1,4,15> 
M 1 96 <1,4,16> 
M 1 267 <1,4,17> 
M 1 520 <1,4,18> 
M 1 67 <1,4,19> 
M 1 365 <1,4,20> 
E <1,16> 
G <1,16> 
W 1 302 <0,22,23> 
W 1 1 <0,22,24> 
W 1 15 <1,4,21> 
W 1 262 <1,4,22> 
W 1 5 <0,22,25> 
W 1 74 <0,22,26> 
W 1 0 <1,4,23> 
W 1 0 <0,22,27> 
W 1 9 <0,22,28> 
W 1 0 <1,4,24> 
W 1 0 <0,22,29> 
W 1 104 <1,4,25> 
W 1 73 <0,22,30> 
S <0,22> Used 
S <0,23> Active1 
W 1 17 <0,23,0> 
B <0,24> 
M 1 608 <0,23,1> 
M 1 427 <0,23,2> 
M 1 339 <0,23,3> 
M 1 801 <0,23,4> 
M 1 1054 <0,23,5> 
M 1 734 <0,23,6> 
M 1 739 <0,23,7> 
M 1 494 <0,23,8> 
M 1 749 <0,23,9> 
M 1 426 <0,23,10> 
M 1 1096 <0,23,11> 
M 1 754 <0,23,12> 
M 1 259 <0,23,13> 
M 1 441 <0,23,14> 
M 1 454 <0,23,15> 
M 1 683 <0,23,16> 
M 1 536 <0,23,17> 
M 1 632 <0,23,18> 
M 1 557 <0,23,19> 
M 1 55 <0,23,20> 
E <0,24> 
G <0,24> 
W 1 16 <1,4,26> 
W 1 8 <1,4,27> 
W 1 3 <0,23,21> 
W 1 0 <0,23,22> 
W 1 715 <0,23,23> 
W 1 78 <0,23,24> 
W 1 239 <1,4,28> 
W 1 0 <0,23,25> 
W 1 5 <1,4,29> 
W 1 73 <0,23,26> 
W 1 2 <0,23,27> 
W 1 49 <0,23,28> 
W 1 2 <1,4,30> 
S <1,4> Used 
W 1 91 <0,23,29> 
S <1,7> Active1 
W 1 183 <1,7,0> 
B <1,6> 
M 1 545 <1,7,1> 
M 1 501 <1,7,2> 
M 1 616 <1,7,3> 
M 1 911 <1,7,4> 
M 1 995 <1,7,5> 
M 1 1139 <1,7,6> 
M 1 802 <1,7,7> 
M 1 890 <1,7,8> 
M 1 818 <1,7,9> 
M 1 921 <1,7,10> 
M 1 515 <1,7,11> 
M 1 1030 <1,7,12> 
M 1 941 <1,7,13> 
M 1 326 <1,7,14> 
M 1 391 <1,7,15> 
M 1 62 <1,7,16> 
M 1 442 <1,7,17> 
M 1 220 <1,7,18> 
M 1 316 <1,7,19> 
E <1,6> 
G <1,6> 
W 1 42 <0,23,30> 
S <0,23> Used 
S <0,24> Active1 
